O_anthropi|Q.,O_anthropi|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
OANT_RS06765,OANT_RS06765,100.000,107,0,0,1,107,1,107,2.66e-74,213
OANT_RS06770,OANT_RS06770,100.000,218,0,0,1,218,1,218,9.09e-166,452
OANT_RS06775,OANT_RS06775,100.000,153,0,0,1,153,1,153,8.82e-114,316
OANT_RS06780,OANT_RS06780,100.000,68,0,0,1,68,1,68,4.66e-45,135
OANT_RS06785,OANT_RS06785,100.000,174,0,0,1,174,1,174,1.44e-126,350
OANT_RS06790,OANT_RS06790,100.000,209,0,0,1,209,1,209,2.80e-154,423
OANT_RS06795,OANT_RS06795,100.000,263,0,0,1,263,1,263,0.0,542
OANT_RS06800,OANT_RS06800,100.000,527,0,0,1,527,1,527,0.0,1066
OANT_RS06805,OANT_RS06805,100.000,406,0,0,1,406,1,406,0.0,806
OANT_RS06810,OANT_RS06810,100.000,266,0,0,1,266,1,266,0.0,539
OANT_RS06815,OANT_RS06815,100.000,525,0,0,1,525,1,525,0.0,1078
OANT_RS06820,OANT_RS06820,100.000,187,0,0,1,187,1,187,5.37e-128,355
OANT_RS06825,OANT_RS06825,100.000,486,0,0,1,486,1,486,0.0,983
OANT_RS06830,OANT_RS06830,100.000,285,0,0,1,285,1,285,0.0,574
OANT_RS06835,OANT_RS06835,100.000,465,0,0,1,465,1,465,0.0,953
OANT_RS06840,OANT_RS06840,100.000,239,0,0,1,239,1,239,3.76e-175,478
OANT_RS06845,OANT_RS06845,100.000,228,0,0,1,228,1,228,7.68e-171,466
OANT_RS06850,OANT_RS06850,100.000,207,0,0,1,207,1,207,5.27e-157,429
OANT_RS06855,OANT_RS06855,100.000,29,0,0,1,29,1,29,1.15e-15,58.9
OANT_RS06860,OANT_RS06860,100.000,206,0,0,1,206,1,206,1.34e-154,423
OANT_RS06865,OANT_RS06865,100.000,277,0,0,1,277,1,277,0.0,550
OANT_RS06870,OANT_RS06870,100.000,609,0,0,1,609,1,609,0.0,1237
OANT_RS06875,OANT_RS06875,100.000,346,0,0,1,346,1,346,0.0,698
OANT_RS06880,OANT_RS06880,100.000,125,0,0,1,125,1,125,3.38e-89,251
OANT_RS06885,OANT_RS06885,100.000,310,0,0,1,310,1,310,0.0,636
OANT_RS06890,OANT_RS06890,100.000,397,0,0,1,397,1,397,0.0,776
OANT_RS06895,OANT_RS06895,100.000,289,0,0,1,289,1,289,0.0,597
OANT_RS06900,OANT_RS06900,100.000,393,0,0,1,393,1,393,0.0,815
OANT_RS06905,OANT_RS06905,100.000,230,0,0,1,230,1,230,6.96e-171,466
OANT_RS06910,OANT_RS06910,100.000,268,0,0,1,268,1,268,0.0,530
OANT_RS06915,OANT_RS06915,100.000,328,0,0,1,328,1,328,0.0,665
OANT_RS06920,OANT_RS06920,100.000,602,0,0,1,602,1,602,0.0,1236
OANT_RS06925,OANT_RS06925,100.000,161,0,0,1,161,1,161,7.45e-122,337
OANT_RS06930,OANT_RS06930,100.000,101,0,0,1,101,1,101,5.60e-74,211
OANT_RS06935,OANT_RS06935,100.000,409,0,0,1,409,1,409,0.0,831
OANT_RS06940,OANT_RS06940,100.000,175,0,0,1,175,1,175,7.43e-129,356
OANT_RS06945,OANT_RS06945,100.000,306,0,0,1,306,1,306,0.0,619
OANT_RS06950,OANT_RS06950,100.000,251,0,0,1,251,1,251,0.0,520
OANT_RS06955,OANT_RS06955,100.000,324,0,0,1,324,1,324,0.0,651
OANT_RS06960,OANT_RS06960,100.000,286,0,0,1,286,1,286,0.0,573
OANT_RS06965,OANT_RS06965,100.000,201,0,0,1,201,1,201,1.10e-142,393
OANT_RS06970,OANT_RS06970,100.000,395,0,0,1,395,1,395,0.0,815
OANT_RS06975,OANT_RS06975,100.000,76,0,0,1,76,1,76,6.69e-52,153
OANT_RS06980,OANT_RS06980,100.000,183,0,0,1,183,1,183,2.32e-139,383
OANT_RS06985,OANT_RS06985,100.000,78,0,0,1,78,1,78,8.83e-54,158
OANT_RS06990,OANT_RS06990,100.000,86,0,0,1,86,1,86,1.11e-58,171
OANT_RS06995,OANT_RS06995,100.000,284,0,0,1,284,1,284,0.0,581
OANT_RS07000,OANT_RS07000,100.000,279,0,0,1,279,1,279,0.0,580
OANT_RS07005,OANT_RS07005,100.000,294,0,0,1,294,1,294,0.0,597
OANT_RS07010,OANT_RS07010,100.000,234,0,0,1,234,1,234,1.36e-176,481
OANT_RS07015,OANT_RS07015,100.000,296,0,0,1,296,1,296,0.0,597
OANT_RS07020,OANT_RS07020,100.000,209,0,0,1,209,1,209,2.87e-159,436
OANT_RS07025,OANT_RS07025,100.000,267,0,0,1,267,1,267,0.0,546
OANT_RS07030,OANT_RS07030,100.000,607,0,0,1,607,1,607,0.0,1252
OANT_RS07035,OANT_RS07035,100.000,141,0,0,1,141,1,141,6.89e-99,277
OANT_RS07040,OANT_RS07040,100.000,44,0,0,1,44,1,44,3.44e-25,84.0
OANT_RS07045,OANT_RS07045,100.000,127,0,0,1,127,1,127,9.42e-94,263
OANT_RS07050,OANT_RS07050,100.000,114,0,0,1,114,1,114,1.52e-81,231
OANT_RS07055,OANT_RS07055,100.000,333,0,0,1,333,1,333,0.0,684
OANT_RS07060,OANT_RS07060,100.000,220,0,0,1,220,1,220,1.73e-160,439
OANT_RS07065,OANT_RS07065,100.000,319,0,0,1,319,1,319,0.0,655
OANT_RS07070,OANT_RS07070,100.000,292,0,0,1,292,1,292,0.0,596
OANT_RS07075,OANT_RS07075,100.000,218,0,0,1,218,1,218,1.34e-165,452
OANT_RS07080,OANT_RS07080,100.000,130,0,0,1,130,1,130,1.74e-90,255
OANT_RS07085,OANT_RS07085,100.000,324,0,0,1,324,1,324,0.0,659
OANT_RS07090,OANT_RS07090,100.000,393,0,0,1,393,1,393,0.0,797
OANT_RS07095,OANT_RS07095,100.000,260,0,0,1,260,1,260,0.0,530
OANT_RS07105,OANT_RS07105,100.000,339,0,0,1,339,1,339,0.0,691
OANT_RS07110,OANT_RS07110,100.000,321,0,0,1,321,1,321,0.0,639
OANT_RS07115,OANT_RS07115,100.000,253,0,0,1,253,1,253,0.0,519
OANT_RS07120,OANT_RS07120,100.000,249,0,0,1,249,1,249,0.0,509
OANT_RS07125,OANT_RS07125,100.000,765,0,0,1,765,1,765,0.0,1570
OANT_RS07130,OANT_RS07130,100.000,405,0,0,1,405,1,405,0.0,831
OANT_RS07135,OANT_RS07135,100.000,248,0,0,1,248,1,248,0.0,507
OANT_RS07140,OANT_RS07140,100.000,73,0,0,1,73,1,73,1.01e-48,145
OANT_RS07145,OANT_RS07145,100.000,440,0,0,1,440,1,440,0.0,858
OANT_RS07150,OANT_RS07150,100.000,139,0,0,1,139,1,139,1.60e-97,274
OANT_RS07155,OANT_RS07155,100.000,466,0,0,1,466,1,466,0.0,920
OANT_RS07160,OANT_RS07160,100.000,438,0,0,1,438,1,438,0.0,893
OANT_RS07165,OANT_RS07165,100.000,223,0,0,1,223,1,223,2.30e-169,462
OANT_RS07170,OANT_RS07170,100.000,158,0,0,1,158,1,158,2.93e-118,328
OANT_RS07175,OANT_RS07175,100.000,398,0,0,1,398,1,398,0.0,821
OANT_RS07180,OANT_RS07180,100.000,75,0,0,1,75,1,75,1.37e-48,145
OANT_RS07185,OANT_RS07185,100.000,285,0,0,1,285,1,285,0.0,580
OANT_RS07190,OANT_RS07190,100.000,135,0,0,1,135,1,135,2.97e-97,273
OANT_RS07195,OANT_RS07195,100.000,221,0,0,1,221,1,221,7.67e-156,428
OANT_RS07200,OANT_RS07200,100.000,352,0,0,1,352,1,352,0.0,703
OANT_RS07205,OANT_RS07205,100.000,278,0,0,1,278,1,278,0.0,561
OANT_RS07210,OANT_RS07210,100.000,532,0,0,1,532,1,532,0.0,1102
OANT_RS07215,OANT_RS07215,100.000,329,0,0,1,329,1,329,0.0,649
OANT_RS07220,OANT_RS07220,100.000,295,0,0,1,295,1,295,0.0,560
OANT_RS07225,OANT_RS07225,100.000,239,0,0,1,239,1,239,3.51e-176,481
OANT_RS07230,OANT_RS07230,100.000,264,0,0,1,264,1,264,0.0,530
OANT_RS07235,OANT_RS07235,100.000,401,0,0,1,401,1,401,0.0,825
OANT_RS07240,OANT_RS07240,100.000,76,0,0,1,76,1,76,2.53e-53,157
OANT_RS07245,OANT_RS07245,100.000,304,0,0,1,304,1,304,0.0,622
OANT_RS07250,OANT_RS07250,100.000,146,0,0,1,146,1,146,2.41e-99,279
OANT_RS07255,OANT_RS07255,100.000,1016,0,0,1,1016,1,1016,0.0,2082
OANT_RS07260,OANT_RS07260,100.000,339,0,0,1,339,1,339,0.0,693
OANT_RS07265,OANT_RS07265,100.000,280,0,0,1,280,1,280,0.0,578
OANT_RS07270,OANT_RS07270,100.000,479,0,0,1,479,1,479,0.0,957
OANT_RS07275,OANT_RS07275,100.000,228,0,0,1,228,1,228,6.08e-166,454
OANT_RS07280,OANT_RS07280,100.000,561,0,0,1,561,1,561,0.0,1160
OANT_RS07285,OANT_RS07285,100.000,268,0,0,1,268,1,268,0.0,554
OANT_RS07290,OANT_RS07290,100.000,520,0,0,1,520,1,520,0.0,1072
OANT_RS07295,OANT_RS07295,100.000,140,0,0,1,140,1,140,1.18e-102,287
OANT_RS07300,OANT_RS07300,100.000,241,0,0,1,241,1,241,1.14e-176,482
OANT_RS07305,OANT_RS07305,100.000,338,0,0,1,338,1,338,0.0,655
OANT_RS07310,OANT_RS07310,100.000,347,0,0,1,347,1,347,0.0,655
OANT_RS07315,OANT_RS07315,100.000,515,0,0,1,515,1,515,0.0,1034
OANT_RS07320,OANT_RS07320,100.000,319,0,0,1,319,1,319,0.0,649
OANT_RS07325,OANT_RS07325,100.000,98,0,0,1,98,1,98,9.82e-70,200
OANT_RS07330,OANT_RS07330,100.000,330,0,0,1,330,1,330,0.0,673
OANT_RS07335,OANT_RS07335,100.000,311,0,0,1,311,1,311,0.0,632
OANT_RS07340,OANT_RS07340,100.000,601,0,0,1,601,1,601,0.0,1234
OANT_RS07345,OANT_RS07345,100.000,309,0,0,1,309,1,309,0.0,612
OANT_RS07350,OANT_RS07350,100.000,210,0,0,1,210,1,210,2.08e-149,410
OANT_RS07355,OANT_RS07355,100.000,354,0,0,1,354,1,354,0.0,714
OANT_RS07360,OANT_RS07360,100.000,530,0,0,1,530,1,530,0.0,1076
OANT_RS07365,OANT_RS07365,100.000,400,0,0,1,400,1,400,0.0,784
OANT_RS07370,OANT_RS07370,100.000,293,0,0,1,293,1,293,0.0,595
OANT_RS07375,OANT_RS07375,100.000,267,0,0,1,267,1,267,0.0,545
OANT_RS07380,OANT_RS07380,100.000,257,0,0,1,257,1,257,0.0,498
OANT_RS07385,OANT_RS07385,100.000,314,0,0,1,314,1,314,0.0,636
OANT_RS07390,OANT_RS07390,100.000,192,0,0,1,192,1,192,7.02e-144,395
OANT_RS07395,OANT_RS07395,100.000,442,0,0,1,442,1,442,0.0,867
OANT_RS07400,OANT_RS07400,100.000,557,0,0,1,557,1,557,0.0,1148
OANT_RS07405,OANT_RS07405,100.000,266,0,0,1,266,1,266,0.0,550
OANT_RS07410,OANT_RS07410,100.000,511,0,0,1,511,1,511,0.0,1018
OANT_RS07415,OANT_RS07415,100.000,405,0,0,1,405,1,405,0.0,822
OANT_RS07420,OANT_RS07420,100.000,455,0,0,1,455,1,455,0.0,926
OANT_RS07425,OANT_RS07425,100.000,248,0,0,1,248,1,248,0.0,511
OANT_RS07430,OANT_RS07430,100.000,103,0,0,1,103,1,103,6.12e-75,214
OANT_RS07435,OANT_RS07435,100.000,175,0,0,1,175,1,175,9.93e-127,350
OANT_RS07440,OANT_RS07440,100.000,229,0,0,1,229,1,229,6.60e-170,464
OANT_RS07445,OANT_RS07445,100.000,442,0,0,1,442,1,442,0.0,902
OANT_RS07450,OANT_RS07450,100.000,182,0,0,1,182,1,182,1.60e-134,371
OANT_RS07455,OANT_RS07455,100.000,416,0,0,1,416,1,416,0.0,850
OANT_RS07460,OANT_RS07460,100.000,380,0,0,1,380,1,380,0.0,769
OANT_RS07465,OANT_RS07465,100.000,155,0,0,1,155,1,155,1.56e-112,313
OANT_RS07470,OANT_RS07470,100.000,285,0,0,1,285,1,285,0.0,587
OANT_RS07475,OANT_RS07475,100.000,381,0,0,1,381,1,381,0.0,785
OANT_RS07480,OANT_RS07480,100.000,770,0,0,1,770,1,770,0.0,1593
OANT_RS07485,OANT_RS07485,100.000,99,0,0,1,99,1,99,2.57e-69,199
OANT_RS07490,OANT_RS07490,100.000,369,0,0,1,369,1,369,0.0,738
OANT_RS07495,OANT_RS07495,100.000,369,0,0,1,369,1,369,0.0,749
OANT_RS07500,OANT_RS07500,100.000,1031,0,0,1,1031,1,1031,0.0,2088
OANT_RS07505,OANT_RS07505,100.000,255,0,0,1,255,1,255,0.0,505
OANT_RS07510,OANT_RS07510,100.000,343,0,0,1,343,1,343,0.0,687
OANT_RS07515,OANT_RS07515,100.000,388,0,0,1,388,1,388,0.0,781
OANT_RS07520,OANT_RS07520,100.000,242,0,0,1,242,1,242,1.84e-176,482
OANT_RS07525,OANT_RS07525,100.000,294,0,0,1,294,1,294,0.0,610
OANT_RS07530,OANT_RS07530,100.000,510,0,0,1,510,1,510,0.0,1036
OANT_RS07535,OANT_RS07535,100.000,466,0,0,1,466,1,466,0.0,952
OANT_RS07540,OANT_RS07540,100.000,310,0,0,1,310,1,310,0.0,640
OANT_RS07545,OANT_RS07545,100.000,427,0,0,1,427,1,427,0.0,868
OANT_RS07550,OANT_RS07550,100.000,326,0,0,1,326,1,326,0.0,653
OANT_RS07555,OANT_RS07555,100.000,566,0,0,1,566,1,566,0.0,1089
OANT_RS07560,OANT_RS07560,100.000,371,0,0,1,371,1,371,0.0,757
OANT_RS07565,OANT_RS07565,100.000,767,0,0,1,767,1,767,0.0,1530
OANT_RS07570,OANT_RS07570,100.000,102,0,0,1,102,1,102,1.65e-74,213
OANT_RS07575,OANT_RS07575,100.000,371,0,0,1,371,1,371,0.0,759
OANT_RS07580,OANT_RS07580,100.000,145,0,0,1,145,1,145,2.23e-100,281
OANT_RS07585,OANT_RS07585,100.000,306,0,0,1,306,1,306,0.0,624
OANT_RS07590,OANT_RS07590,100.000,358,0,0,1,358,1,358,0.0,737
OANT_RS07595,OANT_RS07595,100.000,592,0,0,1,592,1,592,0.0,1188
OANT_RS07600,OANT_RS07600,100.000,816,0,0,1,816,1,816,0.0,1680
OANT_RS07605,OANT_RS07605,100.000,326,0,0,1,326,1,326,0.0,671
OANT_RS07610,OANT_RS07610,100.000,302,0,0,1,302,1,302,0.0,632
OANT_RS07615,OANT_RS07615,100.000,390,0,0,1,390,1,390,0.0,809
OANT_RS07620,OANT_RS07620,100.000,83,0,0,1,83,1,83,3.90e-57,167
OANT_RS07625,OANT_RS07625,100.000,139,0,0,1,139,1,139,3.72e-102,285
OANT_RS07630,OANT_RS07630,100.000,137,0,0,1,137,1,137,2.36e-95,268
OANT_RS07635,OANT_RS07635,100.000,121,0,0,1,121,1,121,1.05e-89,253
OANT_RS07640,OANT_RS07640,100.000,190,0,0,1,190,1,190,2.90e-142,391
OANT_RS07645,OANT_RS07645,100.000,140,0,0,1,140,1,140,3.48e-101,283
OANT_RS07650,OANT_RS07650,100.000,149,0,0,1,149,1,149,3.38e-108,301
OANT_RS07655,OANT_RS07655,100.000,323,0,0,1,323,1,323,0.0,655
OANT_RS07660,OANT_RS07660,100.000,371,0,0,1,371,1,371,0.0,739
OANT_RS07665,OANT_RS07665,100.000,79,0,0,1,79,1,79,2.18e-54,160
OANT_RS07670,OANT_RS07670,100.000,140,0,0,1,140,1,140,6.21e-102,285
OANT_RS07675,OANT_RS07675,100.000,781,0,0,1,781,1,781,0.0,1549
OANT_RS07680,OANT_RS07680,100.000,110,0,0,1,110,1,110,2.25e-76,218
OANT_RS07685,OANT_RS07685,100.000,178,0,0,1,178,1,178,1.01e-134,371
OANT_RS07690,OANT_RS07690,100.000,501,0,0,1,501,1,501,0.0,1006
OANT_RS07695,OANT_RS07695,100.000,293,0,0,1,293,1,293,0.0,605
OANT_RS07700,OANT_RS07700,100.000,208,0,0,1,208,1,208,6.80e-155,424
OANT_RS07705,OANT_RS07705,100.000,380,0,0,1,380,1,380,0.0,776
OANT_RS07710,OANT_RS07710,100.000,1107,0,0,1,1107,1,1107,0.0,2259
OANT_RS07715,OANT_RS07715,100.000,172,0,0,1,172,1,172,1.79e-123,342
OANT_RS07720,OANT_RS07720,100.000,268,0,0,1,268,1,268,0.0,544
OANT_RS07725,OANT_RS07725,100.000,290,0,0,1,290,1,290,0.0,579
OANT_RS07730,OANT_RS07730,100.000,137,0,0,1,137,1,137,2.92e-98,275
OANT_RS07740,OANT_RS07740,100.000,75,0,0,1,75,1,75,1.26e-51,152
OANT_RS07745,OANT_RS07745,100.000,157,0,0,1,157,1,157,1.82e-116,323
OANT_RS07750,OANT_RS07750,100.000,283,0,0,1,283,1,283,0.0,568
OANT_RS07755,OANT_RS07755,100.000,134,0,0,1,134,1,134,6.74e-95,266
OANT_RS07760,OANT_RS07760,100.000,60,0,0,1,60,1,60,1.87e-39,121
OANT_RS07765,OANT_RS07765,100.000,112,0,0,1,112,1,112,5.21e-75,214
OANT_RS07770,OANT_RS07770,100.000,696,0,0,1,696,1,696,0.0,1417
OANT_RS07775,OANT_RS07775,100.000,516,0,0,1,516,1,516,0.0,1057
OANT_RS07780,OANT_RS07780,100.000,67,0,0,1,67,1,67,7.23e-44,132
OANT_RS07785,OANT_RS07785,100.000,711,0,0,1,711,1,711,0.0,1464
OANT_RS07795,OANT_RS07795,100.000,228,0,0,1,228,1,228,3.34e-170,465
OANT_RS07800,OANT_RS07800,100.000,186,0,0,1,186,1,186,9.29e-136,374
OANT_RS07805,OANT_RS07805,100.000,414,0,0,1,414,1,414,0.0,847
OANT_RS07810,OANT_RS07810,100.000,178,0,0,1,178,1,178,1.36e-132,365
OANT_RS07815,OANT_RS07815,100.000,110,0,0,1,110,1,110,1.02e-73,211
OANT_RS07820,OANT_RS07820,100.000,79,0,0,1,79,1,79,1.90e-55,162
OANT_RS07825,OANT_RS07825,100.000,81,0,0,1,81,1,81,2.47e-58,170
OANT_RS07830,OANT_RS07830,100.000,149,0,0,1,149,1,149,5.93e-107,298
OANT_RS07840,OANT_RS07840,100.000,63,0,0,1,63,1,63,1.97e-44,134
OANT_RS07845,OANT_RS07845,100.000,64,0,0,1,64,1,64,3.28e-44,133
OANT_RS07850,OANT_RS07850,100.000,92,0,0,1,92,1,92,1.80e-66,191
OANT_RS07855,OANT_RS07855,100.000,138,0,0,1,138,1,138,7.58e-103,287
OANT_RS07860,OANT_RS07860,100.000,238,0,0,1,238,1,238,3.08e-175,478
OANT_RS07865,OANT_RS07865,100.000,111,0,0,1,111,1,111,1.16e-79,226
OANT_RS07870,OANT_RS07870,100.000,88,0,0,1,88,1,88,2.49e-62,181
OANT_RS07875,OANT_RS07875,100.000,134,0,0,1,134,1,134,4.84e-100,280
OANT_RS07880,OANT_RS07880,100.000,62,0,0,1,62,1,62,6.06e-44,132
OANT_RS07885,OANT_RS07885,100.000,453,0,0,1,453,1,453,0.0,943
OANT_RS07890,OANT_RS07890,100.000,137,0,0,1,137,1,137,3.15e-99,278
OANT_RS07895,OANT_RS07895,100.000,164,0,0,1,164,1,164,1.18e-120,334
OANT_RS07900,OANT_RS07900,100.000,86,0,0,1,86,1,86,3.22e-60,175
OANT_RS07905,OANT_RS07905,100.000,67,0,0,1,67,1,67,5.93e-44,133
OANT_RS07910,OANT_RS07910,100.000,79,0,0,1,79,1,79,1.07e-55,163
OANT_RS07915,OANT_RS07915,100.000,152,0,0,1,152,1,152,1.15e-113,315
OANT_RS07925,OANT_RS07925,100.000,81,0,0,1,81,1,81,2.59e-57,167
OANT_RS07930,OANT_RS07930,100.000,71,0,0,1,71,1,71,2.23e-48,144
OANT_RS07935,OANT_RS07935,100.000,225,0,0,1,225,1,225,5.68e-173,471
OANT_RS07940,OANT_RS07940,100.000,77,0,0,1,77,1,77,3.88e-52,154
OANT_RS07945,OANT_RS07945,100.000,75,0,0,1,75,1,75,1.18e-53,158
OANT_RS07950,OANT_RS07950,100.000,65,0,0,1,65,1,65,1.18e-44,134
OANT_RS07955,OANT_RS07955,100.000,101,0,0,1,101,1,101,1.43e-69,200
OANT_RS07960,OANT_RS07960,100.000,86,0,0,1,86,1,86,8.73e-61,177
OANT_RS07970,OANT_RS07970,100.000,756,0,0,1,756,1,756,0.0,1551
OANT_RS07975,OANT_RS07975,100.000,103,0,0,1,103,1,103,6.18e-72,206
OANT_RS07980,OANT_RS07980,100.000,151,0,0,1,151,1,151,1.19e-109,305
OANT_RS07990,OANT_RS07990,100.000,183,0,0,1,183,1,183,7.05e-137,377
OANT_RS07995,OANT_RS07995,100.000,243,0,0,1,243,1,243,0.0,499
OANT_RS08000,OANT_RS08000,100.000,86,0,0,1,86,1,86,5.46e-60,175
OANT_RS08005,OANT_RS08005,100.000,132,0,0,1,132,1,132,1.46e-94,266
OANT_RS08010,OANT_RS08010,100.000,105,0,0,1,105,1,105,1.30e-74,213
OANT_RS08015,OANT_RS08015,100.000,230,0,0,1,230,1,230,3.38e-170,465
OANT_RS08020,OANT_RS08020,100.000,402,0,0,1,402,1,402,0.0,829
OANT_RS08025,OANT_RS08025,100.000,86,0,0,1,86,1,86,1.22e-59,174
OANT_RS08030,OANT_RS08030,100.000,77,0,0,1,77,1,77,4.32e-53,156
OANT_RS08035,OANT_RS08035,100.000,521,0,0,1,521,1,521,0.0,1060
OANT_RS08040,OANT_RS08040,100.000,296,0,0,1,296,1,296,0.0,606
OANT_RS08045,OANT_RS08045,100.000,67,0,0,1,67,1,67,1.51e-45,137
OANT_RS08050,OANT_RS08050,100.000,77,0,0,1,77,1,77,1.79e-54,160
OANT_RS08055,OANT_RS08055,100.000,308,0,0,1,308,1,308,0.0,633
OANT_RS08060,OANT_RS08060,100.000,248,0,0,1,248,1,248,0.0,496
OANT_RS08065,OANT_RS08065,100.000,213,0,0,1,213,1,213,1.99e-161,441
OANT_RS08070,OANT_RS08070,100.000,391,0,0,1,391,1,391,0.0,791
OANT_RS08075,OANT_RS08075,100.000,114,0,0,1,114,1,114,1.54e-82,234
OANT_RS08080,OANT_RS08080,100.000,114,0,0,1,114,1,114,7.91e-77,219
OANT_RS08085,OANT_RS08085,100.000,94,0,0,1,94,1,94,1.49e-67,194
OANT_RS08090,OANT_RS08090,100.000,70,0,0,1,70,1,70,1.11e-47,142
OANT_RS08095,OANT_RS08095,100.000,68,0,0,1,68,1,68,2.06e-46,139
OANT_RS08100,OANT_RS08100,100.000,103,0,0,1,103,1,103,1.52e-72,207
OANT_RS08105,OANT_RS08105,100.000,195,0,0,1,195,1,195,3.87e-145,399
OANT_RS08110,OANT_RS08110,100.000,269,0,0,1,269,1,269,0.0,546
OANT_RS08115,OANT_RS08115,100.000,118,0,0,1,118,1,118,6.64e-85,240
OANT_RS08120,OANT_RS08120,100.000,133,0,0,1,133,1,133,5.11e-97,272
OANT_RS08125,OANT_RS08125,100.000,135,0,0,1,135,1,135,1.32e-98,276
OANT_RS08130,OANT_RS08130,100.000,120,0,0,1,120,1,120,3.56e-90,253
OANT_RS08150,OANT_RS08150,100.000,25,0,0,1,25,1,25,6.98e-11,46.6
OANT_RS08155,OANT_RS08155,100.000,318,0,0,1,318,1,318,0.0,652
OANT_RS08160,OANT_RS08160,100.000,374,0,0,1,374,1,374,0.0,761
OANT_RS08165,OANT_RS08165,100.000,130,0,0,1,130,1,130,1.72e-96,270
OANT_RS08170,OANT_RS08170,100.000,373,0,0,1,373,1,373,0.0,728
OANT_RS08175,OANT_RS08175,100.000,130,0,0,1,130,1,130,6.34e-92,259
OANT_RS08180,OANT_RS08180,100.000,232,0,0,1,232,1,232,2.62e-171,468
OANT_RS08185,OANT_RS08185,100.000,127,0,0,1,127,1,127,7.06e-91,256
OANT_RS08190,OANT_RS08190,100.000,209,0,0,1,209,1,209,3.85e-155,425
OANT_RS08195,OANT_RS08195,100.000,198,0,0,1,198,1,198,5.14e-146,401
OANT_RS08200,OANT_RS08200,100.000,310,0,0,1,310,1,310,0.0,613
OANT_RS08205,OANT_RS08205,100.000,98,0,0,1,98,1,98,1.14e-71,205
OANT_RS08215,OANT_RS08215,100.000,396,0,0,1,396,1,396,0.0,810
OANT_RS08220,OANT_RS08220,100.000,311,0,0,1,311,1,311,0.0,604
OANT_RS08225,OANT_RS08225,100.000,275,0,0,1,275,1,275,0.0,561
OANT_RS08230,OANT_RS08230,100.000,115,0,0,1,115,1,115,2.02e-81,231
OANT_RS08235,OANT_RS08235,100.000,245,0,0,1,245,1,245,0.0,499
OANT_RS08240,OANT_RS08240,100.000,531,0,0,1,531,1,531,0.0,1100
OANT_RS08245,OANT_RS08245,100.000,335,0,0,1,335,1,335,0.0,662
OANT_RS08250,OANT_RS08250,100.000,302,0,0,1,302,1,302,0.0,600
OANT_RS08255,OANT_RS08255,100.000,282,0,0,1,282,1,282,0.0,577
OANT_RS08260,OANT_RS08260,100.000,282,0,0,1,282,1,282,0.0,577
OANT_RS08265,OANT_RS08265,100.000,350,0,0,1,350,1,350,0.0,702
OANT_RS08270,OANT_RS08270,100.000,278,0,0,1,278,1,278,0.0,545
OANT_RS08275,OANT_RS08275,100.000,322,0,0,1,322,1,322,0.0,653
OANT_RS08280,OANT_RS08280,100.000,424,0,0,1,424,1,424,0.0,870
OANT_RS08285,OANT_RS08285,100.000,323,0,0,1,323,1,323,0.0,647
OANT_RS08290,OANT_RS08290,100.000,292,0,0,1,292,1,292,0.0,578
OANT_RS08295,OANT_RS08295,100.000,305,0,0,1,305,1,305,0.0,584
OANT_RS08300,OANT_RS08300,100.000,430,0,0,1,430,1,430,0.0,847
OANT_RS08305,OANT_RS08305,100.000,133,0,0,1,133,1,133,4.49e-96,270
OANT_RS08310,OANT_RS08310,100.000,153,0,0,1,153,1,153,4.43e-113,314
OANT_RS08315,OANT_RS08315,100.000,731,0,0,1,731,1,731,0.0,1508
OANT_RS08320,OANT_RS08320,100.000,302,0,0,1,302,1,302,0.0,601
OANT_RS08330,OANT_RS08330,100.000,573,0,0,1,573,1,573,0.0,1193
OANT_RS08335,OANT_RS08335,100.000,121,0,0,1,121,1,121,9.41e-87,245
OANT_RS08340,OANT_RS08340,100.000,300,0,0,1,300,1,300,0.0,619
OANT_RS08345,OANT_RS08345,100.000,151,0,0,1,151,1,151,1.58e-112,313
OANT_RS08350,OANT_RS08350,100.000,227,0,0,1,227,1,227,2.33e-168,460
OANT_RS08355,OANT_RS08355,100.000,328,0,0,1,328,1,328,0.0,682
OANT_RS08360,OANT_RS08360,100.000,168,0,0,1,168,1,168,5.04e-123,340
OANT_RS08365,OANT_RS08365,100.000,691,0,0,1,691,1,691,0.0,1394
OANT_RS08370,OANT_RS08370,100.000,957,0,0,1,957,1,957,0.0,1910
OANT_RS08375,OANT_RS08375,100.000,309,0,0,1,309,1,309,0.0,622
OANT_RS08380,OANT_RS08380,100.000,335,0,0,1,335,1,335,0.0,677
OANT_RS08385,OANT_RS08385,100.000,221,0,0,1,221,1,221,1.99e-163,447
OANT_RS08390,OANT_RS08390,100.000,207,0,0,1,207,1,207,4.02e-155,425
OANT_RS08395,OANT_RS08395,100.000,415,0,0,1,415,1,415,0.0,829
OANT_RS08400,OANT_RS08400,100.000,278,0,0,1,278,1,278,0.0,577
OANT_RS08405,OANT_RS08405,100.000,84,0,0,1,84,1,84,1.26e-59,174
OANT_RS08410,OANT_RS08410,100.000,164,0,0,1,164,1,164,4.27e-120,333
OANT_RS08415,OANT_RS08415,100.000,304,0,0,1,304,1,304,0.0,632
