C_crescentus|Q.,Melitensis16M|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
CC_0644,BME_RS04300,28.421,190,132,2,9,198,9,194,1.33e-14,67.8
CC_0648,BME_RS01815,25.373,134,97,2,67,200,40,170,2.12e-08,48.9
CC_0652,BME_RS06670,38.372,258,148,5,384,637,520,770,2.80e-43,164
CC_0653,BME_RS01355,60.947,169,64,1,15,183,6,172,2.05e-72,214
CC_0654,BME_RS01350,65.179,112,38,1,1,112,1,111,1.40e-50,152
CC_0655,BME_RS08600,37.782,487,279,10,219,694,218,691,2.27e-95,306
CC_0656,BME_RS01345,47.561,82,39,1,13,94,19,96,2.95e-17,68.2
CC_0657,BME_RS01340,46.310,786,381,10,1,754,37,813,0.0,633
CC_0658,BME_RS10785,27.758,562,364,16,15,544,9,560,6.72e-37,140
CC_0659,BME_RS08745,48.603,179,92,0,1,179,1,179,7.85e-56,172
CC_0661,BME_RS00250,55.682,88,39,0,1,88,1,88,2.58e-31,103
CC_0665,BME_RS02600,66.667,69,23,0,1,69,1,69,6.35e-32,102
CC_0672,BME_RS00220,55.993,609,255,5,9,612,22,622,0.0,661
CC_0684,BME_RS07450,28.780,549,345,15,181,710,55,576,2.17e-46,171
CC_0685,BME_RS15285,77.273,528,119,1,1,528,1,527,0.0,775
CC_0686,BME_RS15280,77.660,94,21,0,1,94,4,97,2.54e-49,148
CC_0687,BME_RS00775,73.913,46,12,0,18,63,77,122,1.09e-21,77.8
CC_0689,BME_RS12180,39.752,161,92,3,60,217,187,345,2.09e-29,108
CC_0690,BME_RS15170,28.000,400,243,10,14,408,13,372,6.95e-38,138
CC_0691,BME_RS10210,32.432,185,116,4,18,197,17,197,6.49e-24,91.7
CC_0695,BME_RS15180,53.446,653,258,10,1,637,1,623,0.0,625
CC_0700,BME_RS08915,35.878,131,75,5,40,165,34,160,1.02e-15,67.4
CC_0701,BME_RS15265,54.601,978,404,15,6,961,4,963,0.0,1022
CC_0702,BME_RS06695,39.630,270,154,4,90,355,136,400,5.67e-53,179
CC_0703,BME_RS15270,40.656,305,174,2,10,310,13,314,4.30e-72,223
CC_0705,BME_RS15275,49.421,259,127,4,33,289,1,257,2.85e-76,232
CC_0709,BME_RS07760,53.125,160,75,0,80,239,199,358,1.78e-48,160
CC_0710,BME_RS07270,21.790,257,182,4,176,425,704,948,2.40e-08,52.8
CC_0713,BME_RS15535,31.667,240,152,6,190,423,82,315,3.59e-25,102
CC_0715,BME_RS00460,71.280,289,83,0,4,292,3,291,6.50e-157,436
CC_0721,BME_RS01585,40.323,186,111,0,1,186,1,186,9.56e-56,171
CC_0723,BME_RS06670,40.625,256,141,5,210,461,528,776,4.49e-43,161
CC_0726,BME_RS00455,69.256,309,94,1,1,308,1,309,2.75e-139,393
CC_0727,BME_RS00450,69.758,248,75,0,1,248,1,248,3.41e-123,347
CC_0729,BME_RS00430,61.140,193,72,1,1,190,1,193,6.34e-80,234
CC_0730,BME_RS00425,46.154,65,33,1,18,82,1,63,8.32e-12,52.0
CC_0732,BME_RS08120,39.706,68,41,0,28,95,11,78,4.29e-08,48.1
CC_0736,BME_RS11500,22.137,393,223,15,91,465,63,390,4.88e-12,63.9
CC_0738,BME_RS02590,28.158,380,250,9,21,385,28,399,1.11e-36,134
CC_0740,BME_RS08600,45.928,442,230,3,377,815,251,686,4.54e-125,389
CC_0741,BME_RS12240,62.562,609,219,4,1,608,1,601,0.0,786
CC_0743,BME_RS10420,46.183,262,138,1,15,276,25,283,1.58e-78,237
CC_0744,BME_RS10425,62.185,119,44,1,1,118,1,119,1.17e-46,143
CC_0747,BME_RS12030,28.708,209,119,7,23,213,38,234,3.81e-10,57.0
CC_0750,BME_RS15585,33.217,286,188,2,4,288,4,287,1.64e-60,191
CC_0751,BME_RS04615,30.370,135,78,3,48,182,23,141,5.80e-08,51.2
CC_0752,BME_RS06505,35.354,198,124,1,18,211,43,240,5.62e-30,108
CC_0758,BME_RS10435,42.188,192,110,1,5,195,9,200,1.71e-45,146
CC_0759,BME_RS10440,34.979,243,157,1,251,493,111,352,1.43e-37,138
CC_0760,BME_RS13915,36.685,537,293,14,11,512,10,534,7.34e-48,171
CC_0761,BME_RS13920,37.805,492,271,13,82,546,79,562,3.92e-67,224
CC_0762,BME_RS13910,62.428,519,184,3,1,514,1,513,0.0,653
CC_0766,BME_RS11530,56.373,204,80,1,1,195,60,263,2.14e-70,212
CC_0767,BME_RS11535,44.013,618,297,9,1,597,1,590,2.77e-173,503
CC_0768,BME_RS11540,44.444,90,41,3,12,93,9,97,1.29e-13,60.8
CC_0769,BME_RS11545,70.455,44,13,0,1,44,1,44,6.62e-17,62.8
CC_0770,BME_RS01465,37.171,304,188,3,22,323,29,331,1.29e-49,165
CC_0772,BME_RS15630,46.296,54,29,0,79,132,52,105,9.88e-11,57.0
CC_0779,BME_RS12610,37.681,414,222,6,1,390,1,402,7.71e-79,245
CC_0783,BME_RS11910,35.616,219,137,2,13,227,20,238,7.83e-32,114
CC_0784,BME_RS11940,51.295,193,94,0,8,200,13,205,2.27e-60,184
CC_0785,BME_RS11935,33.887,301,183,9,8,301,11,302,6.34e-40,138
CC_0790,BME_RS09475,28.022,182,125,3,8,188,2,178,3.36e-09,53.5
CC_0791,BME_RS04665,60.804,199,78,0,1,199,1,199,1.81e-84,245
CC_0792,BME_RS10910,39.146,281,157,3,5,273,3,281,6.10e-37,129
CC_0793,BME_RS10910,39.502,281,156,3,5,273,3,281,3.08e-38,132
CC_0794,BME_RS10910,37.722,281,161,3,5,273,3,281,1.75e-35,125
CC_0804,BME_RS12945,48.192,1023,483,15,6,1007,29,1025,0.0,844
CC_0805,BME_RS02235,56.954,151,65,0,3,153,1,151,2.08e-62,186
CC_0806,BME_RS05150,26.431,367,231,10,92,445,64,404,1.85e-12,65.5
CC_0807,BME_RS08110,46.935,1044,543,7,2,1040,1,1038,0.0,929
CC_0808,BME_RS08115,36.443,343,211,4,50,387,47,387,2.99e-52,176
CC_0810,BME_RS11515,44.882,254,121,2,12,251,24,272,1.53e-77,233
CC_0814,BME_RS15175,24.540,326,209,9,75,398,34,324,5.54e-11,60.8
CC_0819,BME_RS11930,62.023,603,219,5,1,595,1,601,0.0,762
CC_0820,BME_RS09880,33.214,280,181,4,13,288,14,291,1.29e-35,126
CC_0821,BME_RS00140,36.626,243,146,5,11,246,2,243,3.62e-36,125
CC_0822,BME_RS08645,53.602,472,217,2,6,476,5,475,8.48e-175,496
CC_0827,BME_RS00885,43.662,142,79,1,1,142,1,141,4.42e-42,133
CC_0828,BME_RS00880,50.000,274,131,2,7,280,4,271,1.69e-87,259
CC_0829,BME_RS00875,69.512,82,25,0,1,82,1,82,6.68e-41,126
CC_0830,BME_RS00870,40.952,210,124,0,48,257,50,259,4.28e-42,141
CC_0831,BME_RS00865,50.000,296,131,5,7,295,10,295,2.20e-86,258
CC_0833,BME_RS00595,64.615,130,46,0,5,134,9,138,7.15e-60,178
CC_0835,BME_RS04650,48.257,373,186,3,4,372,89,458,2.35e-111,336
CC_0836,BME_RS13525,35.110,319,198,4,434,750,158,469,6.47e-57,199
CC_0838,BME_RS14120,40.529,227,131,3,5,230,1,224,1.25e-47,157
CC_0840,BME_RS00895,55.932,236,103,1,12,247,8,242,1.79e-96,280
CC_0843,BME_RS00900,60.849,424,155,5,1,414,1,423,1.03e-171,484
CC_0849,BME_RS00905,52.727,715,333,5,10,720,7,720,0.0,708
CC_0851,BME_RS01310,35.753,372,194,9,16,342,15,386,1.61e-49,169
CC_0855,BME_RS15245,30.932,236,146,2,8,239,69,291,1.56e-28,110
CC_0856,BME_RS00910,60.563,355,135,2,32,382,4,357,5.69e-156,440
CC_0857,BME_RS11750,37.819,431,261,6,296,722,323,750,5.86e-86,284
CC_0859,BME_RS01965,28.755,233,158,5,68,298,58,284,2.18e-18,80.9
CC_0860,BME_RS07005,41.667,504,278,8,3,501,12,504,2.06e-119,357
CC_0861,BME_RS01960,44.308,325,173,2,5,325,8,328,2.23e-77,237
CC_0869,BME_RS04700,28.477,302,196,10,37,329,149,439,2.57e-19,84.7
CC_0875,BME_RS00915,40.074,272,158,2,40,307,16,286,6.52e-60,190
CC_0876,BME_RS00920,57.812,64,26,1,29,92,29,91,1.83e-18,80.9
CC_0877,BME_RS01370,30.159,189,120,2,59,240,76,259,3.81e-22,91.3
CC_0878,BME_RS00925,69.474,855,259,2,1,853,1,855,0.0,1211
CC_0884,BME_RS01245,29.208,202,140,1,14,215,25,223,2.36e-15,69.3
CC_0885,BME_RS05985,34.139,331,170,11,23,321,26,340,4.60e-30,114
CC_0886,BME_RS05980,40.000,205,112,4,1,200,1,199,1.13e-39,131
CC_0887,BME_RS07515,37.466,371,220,7,2,369,6,367,7.36e-73,229
CC_0888,BME_RS13080,35.172,145,87,2,8,147,12,154,2.40e-20,79.0
CC_0894,BME_RS14195,62.025,395,150,0,1,395,1,395,1.44e-162,459
CC_0896,BME_RS11750,35.541,453,281,5,211,661,319,762,3.40e-73,248
CC_0897,BME_RS02155,58.445,373,150,4,6,377,10,378,3.78e-155,439
CC_0899,BME_RS10955,26.400,250,177,2,1,249,1,244,1.26e-09,57.4
CC_0901,BME_RS10975,35.714,70,42,1,25,94,29,95,2.07e-08,48.1
CC_0902,BME_RS10950,34.351,262,142,8,1,258,1,236,5.48e-20,89.0
CC_0903,BME_RS02145,85.185,81,12,0,13,93,10,90,2.92e-48,145
CC_0905,BME_RS16990,36.111,216,137,1,1,216,14,228,1.00e-41,147
CC_0906,BME_RS17485,27.329,161,114,2,10,167,22,182,1.82e-14,69.7
CC_0908,BME_RS15600,41.250,80,44,1,28,104,34,113,4.67e-19,72.8
CC_0909,BME_RS04325,41.071,448,220,10,30,436,34,478,4.87e-93,287
CC_0910,BME_RS10990,42.738,599,325,7,112,700,3,593,2.64e-145,433
CC_0915,BME_RS12195,51.370,146,65,1,1,146,2,141,8.29e-48,148
CC_0916,BME_RS12200,54.348,138,59,3,1,134,1,138,3.57e-43,135
CC_0918,BME_RS07570,64.921,191,65,1,34,222,13,203,5.58e-91,263
CC_0919,BME_RS15630,25.253,198,141,2,13,206,53,247,5.81e-08,48.1
CC_0921,BME_RS06670,36.032,247,148,4,181,423,516,756,1.16e-37,145
CC_0922,BME_RS10570,26.558,369,235,8,185,540,186,531,4.13e-27,113
CC_0923,BME_RS07165,45.118,297,156,3,4,295,5,299,4.54e-80,241
CC_0924,BME_RS13070,40.741,108,62,2,3,108,2,109,2.83e-20,77.0
CC_0927,BME_RS07655,31.381,239,143,7,298,531,466,688,2.09e-17,82.4
CC_0928,BME_RS08985,48.760,121,61,1,1,121,1,120,1.70e-38,122
CC_0929,BME_RS08980,50.000,86,42,1,1,85,45,130,1.80e-22,80.9
CC_0930,BME_RS12050,30.868,311,211,4,34,341,60,369,6.30e-22,92.4
CC_0931,BME_RS05710,24.771,436,264,14,2,400,27,435,5.88e-27,108
CC_0932,BME_RS05705,43.981,216,118,2,10,224,12,225,3.44e-53,168
CC_0933,BME_RS06865,45.113,133,68,4,49,178,7,137,1.13e-29,103
CC_0934,BME_RS06670,37.786,262,145,7,197,451,521,771,9.32e-36,139
CC_0935,BME_RS09195,52.047,171,81,1,1,170,3,173,8.14e-55,168
CC_0936,BME_RS06870,53.043,690,323,1,37,725,7,696,0.0,746
CC_0939,BME_RS05200,25.587,383,232,14,6,361,51,407,2.10e-21,91.3
CC_0942,BME_RS11795,43.885,139,60,4,13,140,14,145,2.30e-31,107
CC_0944,BME_RS08125,26.195,523,329,14,22,501,73,581,1.24e-35,136
CC_0945,BME_RS11840,45.238,546,277,6,8,550,6,532,2.86e-157,457
CC_0946,BME_RS14490,27.034,381,223,10,47,420,30,362,7.85e-30,116
CC_0947,BME_RS09630,31.734,271,169,4,6,276,3,257,4.08e-34,121
CC_0949,BME_RS06865,58.140,129,50,2,49,176,14,139,1.13e-46,146
CC_0950,BME_RS10625,38.361,305,182,3,1,301,8,310,2.42e-46,155
CC_0951,BME_RS15445,49.793,241,113,4,26,260,7,245,2.59e-74,224
CC_0954,BME_RS15485,52.273,132,59,2,10,138,8,138,6.39e-44,137
CC_0955,BME_RS15480,36.986,73,46,0,31,103,39,111,1.68e-11,53.1
CC_0957,BME_RS11975,78.584,551,118,0,4,554,5,555,0.0,881
CC_0958,BME_RS11980,47.876,259,125,4,5,261,4,254,2.10e-79,238
CC_0959,BME_RS15775,57.706,279,117,1,4,281,3,281,3.23e-97,300
CC_0960,BME_RS17100,68.182,396,125,1,6,400,8,403,0.0,514
CC_0961,BME_RS11995,52.643,454,210,4,8,459,4,454,1.55e-161,461
CC_0962,BME_RS12000,47.391,230,121,0,5,234,16,245,1.49e-65,200
CC_0964,BME_RS13030,26.825,548,270,25,59,562,74,534,1.16e-27,113
CC_0966,BME_RS08125,29.570,558,328,13,5,518,44,580,4.35e-67,224
CC_0967,BME_RS11925,53.947,304,139,1,2,305,7,309,6.49e-109,316
CC_0969,BME_RS08655,35.632,348,193,9,3,337,9,338,1.21e-52,174
CC_0977,BME_RS09645,37.604,359,210,8,174,530,112,458,4.90e-52,181
CC_0979,BME_RS04425,43.750,64,26,2,116,178,97,151,1.61e-09,51.6
CC_0980,BME_RS12185,55.829,609,193,6,29,561,16,624,0.0,624
CC_0986,BME_RS15375,30.189,212,138,4,15,217,18,228,1.44e-18,79.3
CC_0988,BME_RS00480,26.419,458,281,12,6,433,3,434,7.73e-33,125
CC_0991,BME_RS03255,32.680,153,85,6,18,161,19,162,4.99e-10,59.3
CC_0994,BME_RS11325,66.825,211,70,0,3,213,6,216,5.66e-108,306
CC_0998,BME_RS06335,34.972,529,327,5,1,527,1,514,1.59e-105,327
CC_1008,BME_RS07450,37.089,213,130,3,343,553,375,585,2.59e-38,146
CC_1010,BME_RS07085,51.003,349,145,4,1,325,1,347,5.08e-123,354
CC_1011,BME_RS03660,29.134,127,76,4,95,210,19,142,3.57e-09,50.8
CC_1012,BME_RS07090,47.191,356,182,3,7,362,3,352,3.99e-107,316
CC_1015,BME_RS05150,28.062,449,311,5,7,452,5,444,1.36e-38,143
CC_1019,BME_RS02780,47.835,462,193,5,15,475,26,440,1.26e-134,393
CC_1021,BME_RS13440,39.640,111,59,2,17,123,5,111,3.74e-20,76.6
CC_1025,BME_RS11230,22.921,445,276,13,37,421,23,460,1.91e-11,63.2
CC_1034,BME_RS11460,79.035,601,125,1,49,648,2,602,0.0,995
CC_1035,BME_RS02130,49.342,152,77,0,65,216,39,190,1.10e-49,157
CC_1039,BME_RS11325,38.462,156,92,2,30,181,51,206,1.72e-27,100
CC_1043,BME_RS09920,50.739,812,377,12,1,798,1,803,0.0,719
CC_1044,BME_RS09925,58.152,368,143,2,1,357,1,368,5.92e-164,459
CC_1045,BME_RS09935,70.085,117,35,0,1,117,1,117,1.36e-53,161
CC_1046,BME_RS09940,62.121,66,25,0,1,66,1,66,3.74e-26,87.4
CC_1047,BME_RS12705,24.267,375,250,10,2,360,31,387,8.43e-17,78.2
CC_1049,BME_RS09950,72.515,171,47,0,3,173,8,178,5.43e-88,252
CC_1052,BME_RS02555,30.000,220,140,5,126,343,144,351,3.39e-13,66.2
CC_1053,BME_RS09960,51.020,245,113,4,12,252,16,257,1.76e-72,221
CC_1055,BME_RS11435,41.812,287,162,3,1,284,1,285,2.72e-68,211
CC_1057,BME_RS05555,39.216,306,172,7,7,307,7,303,9.05e-51,167
CC_1058,BME_RS06855,37.209,86,54,0,29,114,58,143,2.06e-15,64.7
CC_1059,BME_RS06850,39.706,136,79,1,87,219,99,234,4.80e-19,79.7
CC_1060,BME_RS10230,53.242,293,126,3,4,292,6,291,3.51e-114,329
CC_1061,BME_RS06840,56.028,141,56,2,1,139,1,137,9.21e-51,155
CC_1062,BME_RS02080,34.335,233,144,2,37,260,795,1027,4.32e-42,150
CC_1063,BME_RS06670,45.868,242,126,4,311,550,528,766,5.53e-59,207
CC_1065,BME_RS06820,39.216,102,55,2,1,96,1,101,1.36e-18,71.6
CC_1070,BME_RS11355,52.952,525,233,4,9,532,7,518,0.0,557
CC_1071,BME_RS00370,28.986,207,131,7,65,262,38,237,1.10e-15,74.3
CC_1075,BME_RS10980,40.741,81,48,0,4,84,4,84,6.41e-17,65.9
CC_1076,BME_RS10995,30.702,228,134,7,13,228,15,230,7.39e-20,82.4
CC_1077,BME_RS15615,40.282,355,208,4,1,353,1,353,5.74e-76,235
CC_1078,BME_RS04320,28.620,297,195,7,256,546,78,363,1.22e-24,103
CC_1080,BME_RS16635,39.474,114,61,4,17,127,92,200,1.79e-12,58.5
CC_1086,BME_RS14615,30.120,249,163,5,284,526,260,503,5.54e-29,117
CC_1087,BME_RS03930,74.148,352,89,2,3,352,2,353,0.0,546
CC_1093,BME_RS03255,28.276,145,92,3,48,192,35,167,8.91e-08,52.0
CC_1096,BME_RS06270,36.576,257,152,5,1,247,1,256,6.89e-45,150
CC_1098,BME_RS06550,41.176,68,40,0,157,224,118,185,3.28e-11,57.4
CC_1099,BME_RS03255,32.500,160,90,5,48,206,20,162,5.11e-10,59.7
CC_1103,BME_RS15310,35.388,438,250,5,2,438,7,412,2.35e-69,223
CC_1109,BME_RS15420,35.821,268,157,6,7,262,11,275,3.67e-40,137
CC_1110,BME_RS12585,68.085,376,120,0,12,387,11,386,0.0,550
CC_1111,BME_RS01335,44.386,383,201,6,6,386,9,381,7.19e-96,289
CC_1117,BME_RS12100,35.235,298,185,3,29,324,5,296,4.91e-54,176
CC_1118,BME_RS08775,49.167,240,120,1,24,261,224,463,2.66e-63,204
CC_1119,BME_RS08765,61.829,503,186,3,1,500,1,500,0.0,650
CC_1120,BME_RS08755,39.496,119,71,1,16,134,17,134,3.28e-22,84.7
CC_1121,BME_RS08760,51.131,221,101,3,26,242,30,247,1.89e-74,223
CC_1122,BME_RS11230,22.462,463,280,17,29,430,16,460,1.91e-13,69.7
CC_1124,BME_RS02595,43.814,194,106,1,3,193,2,195,3.85e-52,163
CC_1133,BME_RS15310,24.251,367,249,11,21,367,30,387,9.59e-11,59.7
CC_1134,BME_RS10700,27.039,233,147,8,17,241,104,321,8.82e-11,58.5
CC_1137,BME_RS08655,29.907,321,212,5,12,327,7,319,3.83e-33,122
CC_1138,BME_RS03255,24.521,261,158,8,351,609,393,616,1.86e-13,69.7
CC_1141,BME_RS10305,25.283,265,160,9,2,233,9,268,1.94e-08,50.8
CC_1146,BME_RS13775,62.353,170,64,0,144,313,19,188,1.86e-75,227
CC_1147,BME_RS14910,29.154,319,200,8,18,319,16,325,2.76e-35,127
CC_1149,BME_RS07895,27.673,318,196,9,87,390,145,442,5.34e-17,79.0
CC_1150,BME_RS07890,33.500,200,130,1,2,198,7,206,1.10e-30,108
CC_1151,BME_RS12035,48.649,370,186,3,8,375,9,376,1.09e-124,361
CC_1152,BME_RS10035,31.897,116,70,2,3,115,4,113,6.41e-13,63.2
CC_1155,BME_RS06360,24.425,348,238,11,9,339,8,347,4.40e-14,68.9
CC_1156,BME_RS06355,26.816,179,115,2,12,174,2,180,4.63e-13,66.6
CC_1158,BME_RS02260,39.203,301,173,5,3,295,1,299,5.58e-61,193
CC_1162,BME_RS07985,34.366,355,225,4,43,390,45,398,1.25e-51,175
CC_1164,BME_RS11455,29.583,240,160,4,8,240,14,251,4.51e-23,94.0
CC_1165,BME_RS08125,34.807,181,103,5,382,557,410,580,8.00e-20,89.4
CC_1168,BME_RS08885,24.615,195,136,2,20,207,37,227,1.70e-12,61.2
CC_1170,BME_RS10575,28.856,201,116,6,9,202,28,208,3.30e-12,60.8
CC_1172,BME_RS10720,24.950,505,291,18,34,501,2,455,1.96e-21,94.0
CC_1173,BME_RS14985,33.929,112,53,4,161,260,126,228,1.67e-10,57.8
CC_1181,BME_RS14070,36.334,311,187,4,170,474,162,467,1.91e-59,199
CC_1182,BME_RS14065,50.431,232,113,2,20,250,5,235,1.23e-73,221
CC_1183,BME_RS02495,56.459,209,90,1,44,251,6,214,1.70e-82,244
CC_1184,BME_RS10380,28.736,261,152,9,265,510,213,454,1.27e-11,63.2
CC_1185,BME_RS09000,59.478,575,226,3,2,573,52,622,0.0,611
CC_1187,BME_RS08910,48.263,259,133,1,4,261,28,286,3.69e-87,258
CC_1188,BME_RS16770,53.416,161,71,1,143,299,1,161,6.00e-51,162
CC_1189,BME_RS08095,40.265,452,251,9,15,453,159,604,3.23e-91,286
CC_1190,BME_RS03015,41.667,60,35,0,21,80,67,126,9.69e-11,56.6
CC_1191,BME_RS03260,29.289,239,158,6,10,240,14,249,4.30e-15,70.1
CC_1192,BME_RS03265,44.318,264,146,1,81,343,68,331,3.01e-44,152
CC_1193,BME_RS03270,41.102,236,132,2,4,233,3,237,5.54e-54,172
CC_1194,BME_RS06545,35.964,659,389,12,27,663,25,672,1.23e-98,315
CC_1195,BME_RS06540,54.138,290,131,2,6,293,2,291,1.62e-111,321
CC_1196,BME_RS06535,63.758,149,53,1,3,151,11,158,9.66e-65,192
CC_1203,BME_RS08195,29.667,300,207,1,34,333,68,363,6.20e-38,136
CC_1204,BME_RS08190,38.424,1028,600,9,5,1021,14,1019,0.0,634
CC_1206,BME_RS17285,42.647,136,77,1,30,164,1,136,3.10e-29,101
CC_1207,BME_RS13730,46.154,117,57,3,7,121,6,118,1.20e-30,103
CC_1210,BME_RS15390,45.361,97,53,0,49,145,25,121,4.45e-30,103
CC_1211,BME_RS08080,40.116,172,71,5,1,141,1,171,1.24e-30,106
CC_1213,BME_RS12780,39.474,76,45,1,31,105,27,102,1.03e-09,50.8
CC_1214,BME_RS10090,47.143,140,72,2,4,142,7,145,2.51e-30,103
CC_1215,BME_RS00410,52.381,147,69,1,5,150,10,156,4.12e-49,152
CC_1216,BME_RS12090,61.446,498,190,2,11,507,13,509,0.0,608
CC_1217,BME_RS12680,58.784,296,116,4,51,343,2,294,8.05e-114,329
CC_1221,BME_RS05180,55.645,248,110,0,11,258,8,255,6.08e-89,261
CC_1223,BME_RS14225,54.374,423,192,1,71,493,11,432,1.76e-159,456
CC_1225,BME_RS12995,28.571,336,222,6,37,366,6,329,7.08e-29,111
CC_1227,BME_RS08005,55.449,312,139,0,4,315,1,312,6.53e-128,365
CC_1229,BME_RS03645,36.752,117,69,3,15,128,7,121,1.36e-14,69.3
CC_1230,BME_RS03020,37.643,263,164,0,14,276,7,269,1.45e-45,159
CC_1235,BME_RS13730,46.154,117,57,3,7,121,6,118,1.20e-30,103
CC_1236,BME_RS17285,42.647,136,77,1,30,164,1,136,3.10e-29,101
CC_1237,BME_RS03320,21.463,205,137,4,18,210,16,208,9.80e-09,51.6
CC_1239,BME_RS03685,37.121,264,154,6,11,269,25,281,8.56e-45,150
CC_1240,BME_RS03770,80.808,396,71,1,1,396,1,391,0.0,635
CC_1242,BME_RS13075,42.857,245,134,3,51,291,25,267,3.92e-54,174
CC_1243,BME_RS12040,54.582,753,323,6,16,755,17,763,0.0,800
CC_1247,BME_RS03775,90.196,102,10,0,1,102,1,102,7.86e-65,187
CC_1248,BME_RS03780,65.766,222,76,0,7,228,2,223,9.07e-109,310
CC_1249,BME_RS03785,59.884,172,68,1,1,172,1,171,4.50e-68,204
CC_1250,BME_RS03790,75.269,93,23,0,6,98,5,97,3.84e-47,142
CC_1251,BME_RS03795,74.820,278,68,2,1,277,1,277,4.71e-140,392
CC_1252,BME_RS03800,77.174,92,21,0,1,92,1,92,3.47e-50,150
CC_1253,BME_RS03805,62.903,124,46,0,1,124,1,124,4.67e-51,155
CC_1254,BME_RS03810,72.222,234,64,1,1,234,1,233,9.27e-129,361
CC_1255,BME_RS03815,82.222,135,24,0,1,135,1,135,3.91e-83,237
CC_1256,BME_RS03820,66.129,62,21,0,1,62,1,62,1.17e-24,83.6
CC_1257,BME_RS03825,64.557,79,28,0,1,79,1,79,1.76e-31,102
CC_1258,BME_RS03830,81.967,122,22,0,1,122,1,122,1.06e-72,209
CC_1259,BME_RS03835,56.863,102,42,2,4,104,3,103,5.82e-36,115
CC_1260,BME_RS03840,70.492,183,54,0,1,183,1,183,8.76e-99,280
CC_1261,BME_RS03845,71.287,101,29,0,1,101,1,101,2.08e-48,146
CC_1262,BME_RS03850,67.424,132,43,0,1,132,1,132,2.33e-62,184
CC_1263,BME_RS03855,58.757,177,73,0,1,177,1,177,9.67e-71,208
CC_1264,BME_RS03860,70.339,118,30,1,4,116,3,120,1.35e-46,143
CC_1265,BME_RS03865,74.850,167,42,0,31,197,20,186,5.88e-85,246
CC_1266,BME_RS03870,61.905,63,22,1,1,61,1,63,2.57e-22,77.8
CC_1267,BME_RS03875,54.248,153,70,0,3,155,2,154,9.84e-53,161
CC_1268,BME_RS03880,60.592,439,165,5,1,438,12,443,0.0,538
CC_1269,BME_RS03885,52.332,193,86,1,1,187,1,193,1.84e-64,194
CC_1270,BME_RS03890,87.611,113,14,0,1,113,1,113,1.57e-68,199
CC_1271,BME_RS03895,80.620,129,25,0,1,129,1,129,2.51e-77,221
CC_1272,BME_RS03900,75.074,337,83,1,1,337,1,336,0.0,526
CC_1273,BME_RS03905,75.200,125,31,0,1,125,1,125,2.97e-68,199
CC_1276,BME_RS14910,40.758,211,114,4,3,207,31,236,8.75e-43,146
CC_1278,BME_RS11840,57.170,530,225,1,11,540,5,532,0.0,614
CC_1281,BME_RS04615,28.671,143,97,3,217,357,33,172,7.66e-08,51.6
CC_1282,BME_RS03910,45.745,470,235,8,15,472,11,472,1.95e-126,372
CC_1283,BME_RS03915,63.318,428,153,3,1,425,1,427,0.0,540
CC_1284,BME_RS04900,42.478,226,124,3,36,256,95,319,5.76e-49,161
CC_1286,BME_RS11745,38.645,251,144,3,7,256,5,246,2.45e-45,149
CC_1287,BME_RS02270,28.402,169,114,2,58,226,66,227,1.37e-22,88.6
CC_1291,BME_RS08985,48.760,121,61,1,1,121,1,120,1.70e-38,122
CC_1292,BME_RS08980,50.000,86,42,1,1,85,45,130,1.80e-22,80.9
CC_1293,BME_RS06690,43.802,242,126,2,1,242,1,232,4.55e-61,189
CC_1294,BME_RS02080,29.134,254,165,4,274,515,780,1030,1.93e-26,110
CC_1296,BME_RS12995,47.385,325,171,0,4,328,5,329,8.25e-93,276
CC_1297,BME_RS12990,38.869,283,161,6,3,281,2,276,1.51e-56,180
CC_1298,BME_RS12985,56.101,631,273,3,5,633,2,630,0.0,695
CC_1299,BME_RS12980,61.175,613,228,5,1,610,1,606,0.0,718
CC_1300,BME_RS12975,45.608,296,158,2,3,296,2,296,1.98e-85,255
CC_1301,BME_RS12970,52.612,268,124,2,1,267,1,266,9.16e-99,287
CC_1302,BME_RS01080,64.400,500,175,2,1,499,1,498,0.0,644
CC_1304,BME_RS06730,49.315,219,111,0,1,219,1,219,2.39e-72,216
CC_1305,BME_RS06725,35.233,386,223,13,56,425,51,425,3.99e-46,162
CC_1306,BME_RS05530,57.321,321,136,1,11,331,18,337,1.59e-129,370
CC_1307,BME_RS05525,44.828,116,63,1,56,170,117,232,4.31e-25,93.6
CC_1308,BME_RS05520,48.000,50,26,0,10,59,5,54,9.06e-15,59.3
CC_1309,BME_RS05510,44.762,315,143,6,8,292,7,320,2.12e-57,184
CC_1310,BME_RS12585,29.545,308,201,8,50,348,44,344,3.12e-30,116
CC_1311,BME_RS15170,29.444,360,225,9,29,373,6,351,4.24e-35,130
CC_1313,BME_RS07465,47.802,182,91,1,240,417,3,184,2.43e-56,181
CC_1314,BME_RS07450,42.857,588,327,4,53,636,16,598,1.78e-154,456
CC_1315,BME_RS03630,60.588,170,60,2,2,164,4,173,1.14e-76,223
CC_1316,BME_RS06620,43.925,214,112,3,28,241,2,207,1.01e-55,175
CC_1317,BME_RS05155,35.981,214,103,6,1,181,1,213,1.04e-24,93.2
