Abortus2308|Q.,B_henselae|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS19290,AYT27_RS02805,58.912,331,133,2,9,338,4,332,1.22e-134,383
BAB_RS19295,AYT27_RS02810,50.877,285,136,3,32,315,32,313,5.99e-102,298
BAB_RS19300,AYT27_RS02815,51.198,793,370,6,2,791,9,787,0.0,841
BAB_RS19305,AYT27_RS02820,61.096,365,139,1,1,362,1,365,1.87e-165,462
BAB_RS19310,AYT27_RS02825,52.688,372,176,0,1,372,1,372,3.99e-146,416
BAB_RS19315,AYT27_RS01050,39.118,340,189,8,128,464,104,428,5.90e-63,208
BAB_RS19320,AYT27_RS02830,56.081,148,65,0,2,149,1,148,8.18e-64,188
BAB_RS19330,AYT27_RS02865,63.430,618,221,2,11,627,1,614,0.0,811
BAB_RS19340,AYT27_RS02870,82.143,140,25,0,1,140,1,140,1.35e-83,237
BAB_RS19360,AYT27_RS02875,81.152,191,36,0,3,193,2,192,4.02e-108,304
BAB_RS19365,AYT27_RS02880,66.667,660,213,3,35,690,5,661,0.0,951
BAB_RS19370,AYT27_RS02775,26.360,239,165,6,29,260,10,244,1.81e-14,67.0
BAB_RS19375,AYT27_RS02490,29.242,277,126,7,3,213,2,274,2.80e-25,95.5
BAB_RS19395,AYT27_RS02885,56.794,287,119,2,1,286,1,283,1.79e-119,340
BAB_RS19415,AYT27_RS04890,55.051,198,86,1,3,200,2,196,2.02e-80,234
BAB_RS19420,AYT27_RS04885,70.857,350,102,0,10,359,12,361,0.0,516
BAB_RS19425,AYT27_RS04880,58.592,355,145,2,10,362,44,398,6.93e-131,386
BAB_RS19440,AYT27_RS02775,31.197,234,151,5,7,230,9,242,1.11e-27,102
BAB_RS19455,AYT27_RS04870,92.000,25,2,0,1,25,1,25,5.68e-11,45.8
BAB_RS19460,AYT27_RS04865,60.396,101,40,0,1,101,1,101,3.86e-45,137
BAB_RS19465,AYT27_RS04860,88.000,25,3,0,1,25,1,25,3.67e-10,43.5
BAB_RS19545,AYT27_RS05945,35.922,103,57,3,2,104,3,96,1.64e-16,67.4
BAB_RS19565,AYT27_RS02765,27.820,133,83,4,107,237,49,170,1.85e-08,48.9
BAB_RS19595,AYT27_RS03280,60.996,241,93,1,30,269,17,257,5.17e-111,317
BAB_RS19600,AYT27_RS05020,42.716,405,222,5,1,395,6,410,4.49e-112,330
BAB_RS19605,AYT27_RS05015,63.636,77,28,0,1,77,1,77,1.47e-36,114
BAB_RS19610,AYT27_RS05010,69.590,707,214,1,27,733,10,715,0.0,1011
BAB_RS19615,AYT27_RS05005,58.097,494,205,2,1,493,1,493,0.0,576
BAB_RS19620,AYT27_RS05000,56.919,383,165,0,1,383,2,384,4.89e-155,438
BAB_RS19625,AYT27_RS04995,77.647,595,133,0,1,595,1,595,0.0,991
BAB_RS19635,AYT27_RS04990,73.781,759,177,1,12,770,11,747,0.0,1155
BAB_RS19655,AYT27_RS04380,53.235,340,157,2,1,339,1,339,1.21e-133,381
BAB_RS19660,AYT27_RS04375,41.880,117,65,1,13,129,10,123,6.25e-28,96.7
BAB_RS19675,AYT27_RS03890,76.303,422,100,0,15,436,12,433,0.0,686
BAB_RS19680,AYT27_RS03895,74.324,148,38,0,1,148,1,148,1.92e-81,233
BAB_RS19685,AYT27_RS03900,46.575,365,187,5,15,373,7,369,2.11e-111,326
BAB_RS19690,AYT27_RS03905,60.976,205,73,2,1,201,1,202,1.63e-89,258
BAB_RS19695,AYT27_RS03910,65.734,143,46,1,10,152,10,149,5.90e-68,199
BAB_RS19700,AYT27_RS03915,71.233,146,42,0,14,159,10,155,1.71e-75,219
BAB_RS19710,AYT27_RS03920,54.902,153,65,1,12,164,9,157,5.29e-59,177
BAB_RS19720,AYT27_RS03925,48.851,174,84,2,6,178,12,181,5.29e-57,173
BAB_RS19725,AYT27_RS03930,67.246,345,113,0,1,345,1,345,3.19e-172,479
BAB_RS19730,AYT27_RS03935,71.914,324,90,1,1,323,1,324,6.06e-175,483
BAB_RS19735,AYT27_RS03940,75.490,102,25,0,1,102,1,102,3.26e-55,163
BAB_RS19740,AYT27_RS03945,56.044,182,62,3,1,179,1,167,5.77e-70,206
BAB_RS19750,AYT27_RS03815,100.000,25,0,0,1,25,1,25,5.64e-13,50.8
BAB_RS19780,AYT27_RS03880,54.783,345,154,1,16,358,22,366,1.52e-136,389
BAB_RS19785,AYT27_RS03885,57.097,310,133,0,1,310,1,310,1.69e-138,390
BAB_RS19795,AYT27_RS04015,83.333,162,22,2,1,158,1,161,3.33e-96,271
BAB_RS19800,AYT27_RS04020,85.430,151,22,0,1,151,1,151,4.55e-97,273
BAB_RS19840,AYT27_RS04610,96.000,25,1,0,1,25,1,25,1.83e-12,49.3
BAB_RS19845,AYT27_RS04605,96.000,25,1,0,1,25,1,25,1.81e-12,49.3
BAB_RS19855,AYT27_RS04600,80.165,121,24,0,1,121,1,121,1.19e-69,201
BAB_RS19860,AYT27_RS04595,84.456,193,30,0,1,193,1,193,2.30e-127,352
BAB_RS19865,AYT27_RS04590,69.036,197,61,0,4,200,3,199,1.16e-103,293
BAB_RS19870,AYT27_RS04585,84.091,396,63,0,1,396,1,396,0.0,706
BAB_RS19875,AYT27_RS04580,71.921,203,57,0,1,203,1,203,7.92e-114,321
BAB_RS19880,AYT27_RS04575,82.299,435,77,0,1,435,1,435,0.0,767
BAB_RS19885,AYT27_RS04570,72.622,694,185,3,1,694,1,689,0.0,1046
BAB_RS19890,AYT27_RS04565,81.977,344,61,1,5,347,5,348,0.0,541
BAB_RS19895,AYT27_RS04560,88.957,163,18,0,1,163,1,163,2.31e-109,304
BAB_RS19900,AYT27_RS04555,73.786,206,53,1,1,205,1,206,3.29e-84,244
BAB_RS19905,AYT27_RS04550,86.275,102,14,0,1,102,1,102,4.05e-52,155
BAB_RS19910,AYT27_RS04545,72.534,659,171,3,2,658,1,651,0.0,970
BAB_RS19915,AYT27_RS04540,80.493,487,95,0,1,487,1,487,0.0,815
BAB_RS19920,AYT27_RS04535,60.950,484,183,1,1,478,1,484,0.0,591
BAB_RS19925,AYT27_RS04530,42.045,264,152,1,1,264,1,263,1.12e-76,229
BAB_RS19930,AYT27_RS04525,66.367,556,187,0,1,556,1,556,0.0,791
BAB_RS19945,AYT27_RS04520,75.455,440,108,0,1,440,1,440,0.0,719
BAB_RS19950,AYT27_RS04515,59.953,422,169,0,16,437,1,422,0.0,536
BAB_RS19955,AYT27_RS04510,68.919,222,69,0,6,227,4,225,2.99e-114,322
BAB_RS19960,AYT27_RS05025,68.761,1146,358,0,17,1162,16,1161,0.0,1612
BAB_RS19990,AYT27_RS04315,85.854,205,29,0,1,205,1,205,1.25e-137,379
BAB_RS19995,AYT27_RS04320,80.669,269,52,0,13,281,24,292,1.62e-161,447
BAB_RS20000,AYT27_RS07800,28.846,208,137,4,41,246,38,236,1.62e-16,73.2
BAB_RS20005,AYT27_RS04985,50.363,413,202,2,2,414,4,413,2.13e-138,398
BAB_RS20010,AYT27_RS04980,70.909,110,32,0,1,110,1,110,1.33e-58,172
BAB_RS20015,AYT27_RS04975,76.623,77,18,0,1,77,1,77,8.02e-43,129
BAB_RS20020,AYT27_RS04970,74.352,733,187,1,1,732,1,733,0.0,1107
BAB_RS20035,AYT27_RS04965,73.973,219,56,1,1,219,1,218,5.36e-126,351
BAB_RS20040,AYT27_RS04960,61.538,78,30,0,2,79,1,78,2.99e-32,103
BAB_RS20045,AYT27_RS04955,81.102,254,48,0,1,254,1,254,3.36e-159,438
BAB_RS20060,AYT27_RS04950,63.187,182,67,0,1,182,1,182,3.02e-88,253
BAB_RS20070,AYT27_RS04945,80.370,433,85,0,1,433,1,433,0.0,740
BAB_RS20075,AYT27_RS04940,63.063,222,82,0,2,223,3,224,8.90e-107,303
BAB_RS20080,AYT27_RS03830,64.821,307,108,0,1,307,1,307,6.85e-140,394
BAB_RS20085,AYT27_RS03835,79.825,342,69,0,1,342,1,342,0.0,563
BAB_RS20090,AYT27_RS03840,74.940,419,105,0,3,421,2,420,0.0,634
BAB_RS20095,AYT27_RS03845,62.051,390,146,2,1,390,1,388,4.79e-158,446
BAB_RS20100,AYT27_RS03850,89.130,92,10,0,1,92,1,92,2.92e-56,164
BAB_RS20135,AYT27_RS03295,39.608,255,146,3,6,258,2,250,1.40e-65,201
BAB_RS20140,AYT27_RS04140,62.069,319,121,0,15,333,8,326,8.86e-156,436
BAB_RS20160,AYT27_RS04145,64.417,326,116,0,7,332,5,330,3.92e-156,437
BAB_RS20165,AYT27_RS04150,81.818,154,28,0,1,154,1,154,8.65e-95,267
BAB_RS20170,AYT27_RS04155,51.707,205,99,0,5,209,7,211,1.51e-85,248
BAB_RS20175,AYT27_RS04160,42.636,129,73,1,18,145,33,161,3.32e-36,119
BAB_RS20180,AYT27_RS05415,53.386,251,117,0,17,267,14,264,1.01e-92,270
BAB_RS20185,AYT27_RS05390,64.729,258,90,1,1,258,1,257,1.34e-128,361
BAB_RS20195,AYT27_RS05085,69.811,106,32,0,3,108,2,107,2.61e-54,160
BAB_RS20200,AYT27_RS05090,62.594,401,148,1,1,401,1,399,0.0,523
BAB_RS20205,AYT27_RS05095,67.350,585,191,0,1,585,1,585,0.0,857
BAB_RS20210,AYT27_RS05100,23.689,515,325,14,495,990,374,839,2.93e-29,120
BAB_RS20230,AYT27_RS02895,58.333,48,19,1,1,47,1,48,1.39e-11,51.2
BAB_RS20235,AYT27_RS02900,35.417,144,90,1,1,141,1,144,7.11e-21,80.5
BAB_RS20240,AYT27_RS02905,48.864,264,134,1,1,264,1,263,3.31e-87,256
BAB_RS20245,AYT27_RS02910,72.104,423,118,0,1,423,1,423,0.0,639
BAB_RS20255,AYT27_RS02915,48.325,209,107,1,15,222,11,219,4.07e-70,209
BAB_RS20265,AYT27_RS02920,44.656,262,112,2,202,432,133,392,8.47e-77,240
BAB_RS20275,AYT27_RS02925,66.667,114,37,1,1,113,1,114,7.12e-54,161
BAB_RS20280,AYT27_RS05520,37.649,672,406,7,86,751,158,822,6.19e-147,447
BAB_RS20285,AYT27_RS02930,65.891,129,43,1,1,129,1,128,1.51e-59,176
BAB_RS20290,AYT27_RS02935,46.296,270,144,1,7,275,7,276,7.69e-84,249
BAB_RS20295,AYT27_RS03065,73.465,456,119,2,8,463,7,460,0.0,705
BAB_RS20300,AYT27_RS08340,64.444,45,16,0,1,45,1,45,1.77e-17,63.9
BAB_RS20315,AYT27_RS03070,100.000,27,0,0,1,27,1,27,1.19e-15,57.8
BAB_RS20320,AYT27_RS03075,66.311,469,153,2,9,476,1,465,0.0,629
BAB_RS20325,AYT27_RS03080,83.367,499,83,0,1,499,1,499,0.0,887
BAB_RS20335,AYT27_RS03085,60.448,134,49,1,1,134,1,130,2.05e-60,178
BAB_RS20340,AYT27_RS03090,60.156,128,51,0,20,147,8,135,9.05e-59,175
BAB_RS20350,AYT27_RS04115,84.876,443,67,0,1,443,1,443,0.0,791
BAB_RS20355,AYT27_RS04120,57.143,154,65,1,4,156,10,163,4.69e-59,177
BAB_RS20360,AYT27_RS00600,57.333,150,61,1,1,150,1,147,2.01e-53,162
BAB_RS20365,AYT27_RS04125,46.919,211,109,2,49,256,71,281,2.06e-69,212
BAB_RS20375,AYT27_RS05915,27.919,394,257,10,8,381,9,395,1.59e-37,135
BAB_RS20380,AYT27_RS04485,55.011,938,344,15,1,921,1,877,0.0,931
BAB_RS20390,AYT27_RS04475,48.139,403,187,6,18,415,18,403,2.63e-125,365
BAB_RS20395,AYT27_RS04470,65.457,799,268,4,28,819,24,821,0.0,1088
BAB_RS20400,AYT27_RS04465,79.651,344,70,0,1,344,11,354,0.0,552
BAB_RS20435,AYT27_RS04460,62.416,149,55,1,7,154,3,151,2.42e-66,195
BAB_RS20445,AYT27_RS04455,72.222,414,115,0,3,416,3,416,0.0,642
BAB_RS20460,AYT27_RS04450,82.960,223,38,0,1,223,1,223,2.35e-145,400
BAB_RS20465,AYT27_RS04445,51.969,381,176,3,6,383,4,380,2.35e-133,383
BAB_RS20470,AYT27_RS04440,86.785,507,63,1,1,507,1,503,0.0,937
BAB_RS20475,AYT27_RS04435,79.283,251,52,0,1,251,1,251,1.32e-149,413
BAB_RS20480,AYT27_RS04430,45.588,408,220,2,15,421,12,418,3.50e-135,390
BAB_RS20485,AYT27_RS04425,68.370,411,130,0,3,413,2,412,0.0,612
BAB_RS20490,AYT27_RS04420,74.265,136,32,1,4,139,1,133,2.91e-70,203
BAB_RS20500,AYT27_RS04110,100.000,25,0,0,1,25,1,25,1.34e-12,49.7
BAB_RS20505,AYT27_RS03350,65.726,248,85,0,8,255,8,255,9.93e-125,351
BAB_RS20510,AYT27_RS03345,69.456,478,127,2,1,478,5,463,0.0,672
BAB_RS20515,AYT27_RS03820,66.116,121,40,1,1,121,1,120,2.95e-56,167
BAB_RS20530,AYT27_RS05435,57.143,224,94,1,1,222,1,224,3.32e-86,251
BAB_RS20535,AYT27_RS05430,50.463,432,210,3,4,434,10,438,6.43e-143,412
BAB_RS20545,AYT27_RS05420,70.088,906,271,0,1,906,1,906,0.0,1376
BAB_RS20575,AYT27_RS03295,38.235,136,81,1,13,148,4,136,1.83e-32,112
BAB_RS20600,AYT27_RS05020,24.891,229,148,8,21,230,141,364,4.91e-09,52.0
BAB_RS20620,AYT27_RS03760,84.000,25,4,0,1,25,1,25,1.82e-09,42.0
BAB_RS20625,AYT27_RS03355,95.833,24,1,0,1,24,1,24,1.91e-12,49.3
BAB_RS20630,AYT27_RS05885,66.667,81,27,0,1,81,1,81,1.46e-33,106
BAB_RS20645,AYT27_RS03545,25.000,340,226,12,16,337,17,345,4.65e-13,64.7
BAB_RS20685,AYT27_RS07545,35.948,153,94,2,9,158,1,152,2.22e-26,94.4
BAB_RS20715,AYT27_RS05145,75.610,205,50,0,1,205,167,371,2.09e-117,335
BAB_RS20755,AYT27_RS04625,41.176,51,30,0,201,251,101,151,6.14e-08,46.6
BAB_RS20765,AYT27_RS04340,50.246,203,95,3,20,219,14,213,1.89e-65,207
BAB_RS20770,AYT27_RS04345,49.167,360,183,0,37,396,28,387,7.28e-127,367
BAB_RS20775,AYT27_RS04350,50.704,213,103,2,1,211,1,213,5.37e-78,229
BAB_RS20780,AYT27_RS04355,43.529,340,186,2,9,348,8,341,1.43e-101,300
BAB_RS20785,AYT27_RS04360,63.708,507,183,1,4,509,3,509,0.0,714
BAB_RS20790,AYT27_RS04365,65.234,256,89,0,1,256,1,256,2.10e-130,365
BAB_RS20795,AYT27_RS04370,59.924,262,105,0,9,270,6,267,8.48e-118,334
BAB_RS20800,AYT27_RS05210,63.272,599,215,1,1,599,1,594,0.0,815
BAB_RS20805,AYT27_RS05205,72.923,325,88,0,1,325,1,325,0.0,510
BAB_RS20815,AYT27_RS02350,24.034,233,152,8,1,220,4,224,1.00e-08,49.7
BAB_RS20820,AYT27_RS05195,50.388,258,125,2,1,257,1,256,1.61e-92,270
BAB_RS20825,AYT27_RS05185,81.663,469,86,0,1,469,1,469,0.0,828
BAB_RS20830,AYT27_RS05180,75.000,112,28,0,1,112,1,112,7.70e-60,175
BAB_RS20850,AYT27_RS03315,59.545,220,89,0,5,224,4,223,2.02e-86,252
BAB_RS20855,AYT27_RS03320,48.701,154,78,1,6,158,6,159,2.50e-47,149
BAB_RS20860,AYT27_RS03325,61.739,460,175,1,4,463,4,462,0.0,606
BAB_RS20865,AYT27_RS03330,79.556,450,92,0,1,450,1,450,0.0,779
BAB_RS20875,AYT27_RS03335,63.869,548,197,1,11,558,5,551,0.0,744
BAB_RS20880,AYT27_RS03340,59.823,453,181,1,3,455,2,453,0.0,557
BAB_RS20890,AYT27_RS03855,77.516,765,171,1,9,773,11,774,0.0,1190
BAB_RS20905,AYT27_RS06570,36.087,230,142,3,23,249,6,233,7.69e-44,148
BAB_RS20920,AYT27_RS03860,28.710,1644,957,30,26,1578,1,1520,0.0,648
BAB_RS20985,AYT27_RS04930,82.609,138,24,0,1,138,1,138,1.83e-83,237
BAB_RS20990,AYT27_RS04925,45.361,97,53,0,1,97,1,97,7.51e-20,82.4
BAB_RS20995,AYT27_RS04920,46.036,845,410,9,26,855,32,845,0.0,710
BAB_RS21010,AYT27_RS05875,55.473,402,177,1,3,404,3,402,7.68e-159,449
BAB_RS21035,AYT27_RS06355,28.205,195,133,2,8,198,365,556,7.20e-17,75.5
BAB_RS21050,AYT27_RS05490,65.640,422,142,1,1,419,4,425,0.0,588
BAB_RS21055,AYT27_RS05475,60.369,434,165,3,79,512,1,427,0.0,518
BAB_RS21060,AYT27_RS05490,24.679,312,205,9,7,302,21,318,2.16e-16,75.5
BAB_RS21065,AYT27_RS05215,27.308,260,128,11,1,224,458,692,1.38e-10,56.6
BAB_RS21095,AYT27_RS07975,37.580,157,95,3,10,165,151,305,3.89e-24,93.6
BAB_RS21130,AYT27_RS03825,48.889,270,138,0,3,272,3,272,3.01e-92,270
BAB_RS21145,AYT27_RS05080,50.000,262,128,3,69,328,54,314,7.49e-91,270
BAB_RS21150,AYT27_RS03950,78.875,658,138,1,1,657,1,658,0.0,1121
BAB_RS21155,AYT27_RS03190,35.440,443,230,7,7,395,7,447,6.95e-76,238
BAB_RS21160,AYT27_RS03955,70.476,105,31,0,15,119,10,114,1.27e-50,152
BAB_RS21165,AYT27_RS03960,54.225,142,65,0,1,142,1,142,3.86e-57,171
BAB_RS21170,AYT27_RS03965,63.636,187,68,0,26,212,17,203,2.56e-95,273
BAB_RS21225,AYT27_RS03970,96.429,28,1,0,1,28,1,28,3.09e-13,51.6
BAB_RS21240,AYT27_RS05920,32.432,148,98,1,13,158,8,155,1.99e-20,85.5
BAB_RS21250,AYT27_RS00680,34.190,1012,646,8,6,1006,22,1024,6.51e-179,545
BAB_RS21255,AYT27_RS00675,25.444,338,228,5,36,371,49,364,9.09e-23,94.4
BAB_RS21265,AYT27_RS05145,74.797,369,93,0,4,372,3,371,0.0,588
BAB_RS21275,AYT27_RS05150,78.788,165,35,0,4,168,5,169,2.88e-100,282
BAB_RS21280,AYT27_RS05155,66.304,184,52,3,13,193,13,189,2.37e-85,246
BAB_RS21285,AYT27_RS05160,65.244,164,57,0,1,164,1,164,4.87e-76,220
BAB_RS21295,AYT27_RS05165,81.971,893,160,1,10,902,14,905,0.0,1518
BAB_RS21320,AYT27_RS05170,68.362,177,42,4,1,168,1,172,1.16e-79,230
BAB_RS21325,AYT27_RS05175,77.433,966,217,1,1,966,1,965,0.0,1555
BAB_RS21330,AYT27_RS03060,71.111,90,26,0,1,90,1,90,1.28e-42,130
BAB_RS21335,AYT27_RS03055,79.276,801,164,2,14,812,7,807,0.0,1314
BAB_RS21340,AYT27_RS03050,87.736,424,52,0,1,424,1,424,0.0,779
BAB_RS21345,AYT27_RS03045,84.689,209,32,0,1,209,1,209,1.39e-138,382
BAB_RS21350,AYT27_RS03870,58.465,443,172,3,16,457,9,440,1.72e-173,491
BAB_RS21355,AYT27_RS03865,88.462,78,9,0,1,78,1,78,1.19e-50,149
BAB_RS21360,AYT27_RS03040,46.073,191,93,4,1,186,30,215,2.33e-49,159
BAB_RS21365,AYT27_RS03035,65.721,458,157,0,1,458,1,458,0.0,627
BAB_RS21370,AYT27_RS03030,75.330,454,108,2,1,453,1,451,0.0,707
BAB_RS21375,AYT27_RS03025,56.291,755,324,3,15,767,1,751,0.0,848
BAB_RS21380,AYT27_RS03030,33.194,479,283,7,10,482,5,452,2.63e-85,266
BAB_RS21385,AYT27_RS04920,27.308,260,175,6,110,360,444,698,2.94e-20,88.2
BAB_RS21390,AYT27_RS04140,27.778,288,176,11,22,283,14,295,4.18e-18,79.3
BAB_RS21395,AYT27_RS03015,61.168,394,153,0,54,447,2,395,2.19e-175,493
BAB_RS21400,AYT27_RS03010,57.051,156,67,0,8,163,7,162,6.40e-59,177
BAB_RS21405,AYT27_RS02775,29.851,201,137,2,9,208,10,207,9.69e-25,94.7
BAB_RS21410,AYT27_RS03005,66.443,149,50,0,1,149,1,149,3.60e-76,219
BAB_RS21415,AYT27_RS03000,79.560,318,64,1,1,318,1,317,0.0,529
BAB_RS21425,AYT27_RS02995,79.877,487,97,1,1,487,1,486,0.0,810
BAB_RS21430,AYT27_RS02990,66.741,448,142,4,1,447,1,442,0.0,599
BAB_RS21435,AYT27_RS02985,74.837,461,112,1,1,461,1,457,0.0,719
BAB_RS21440,AYT27_RS02980,75.723,346,84,0,1,346,1,346,0.0,534
BAB_RS21445,AYT27_RS02975,57.843,102,43,0,1,102,1,102,1.53e-39,124
BAB_RS21455,AYT27_RS02965,76.794,418,97,0,1,418,1,418,0.0,677
BAB_RS21460,AYT27_RS02960,73.091,275,74,0,1,275,1,275,2.50e-154,427
BAB_RS21465,AYT27_RS02955,82.657,542,94,0,1,542,1,542,0.0,924
BAB_RS21470,AYT27_RS06030,52.229,157,74,1,75,230,61,217,1.41e-60,186
BAB_RS21475,AYT27_RS02950,44.444,153,63,3,1,145,1,139,3.76e-25,90.1
BAB_RS21480,AYT27_RS02945,66.929,254,84,0,1,254,1,254,1.79e-124,350
BAB_RS21485,AYT27_RS02940,34.286,630,405,7,1,626,1,625,3.12e-131,395
BAB_RS21510,AYT27_RS04330,62.917,240,83,1,1,240,1,234,4.27e-111,315
BAB_RS21515,AYT27_RS03310,38.284,781,456,10,8,784,14,772,1.32e-171,511
BAB_RS21520,AYT27_RS03305,75.906,469,113,0,4,472,2,470,0.0,752
BAB_RS21525,AYT27_RS03300,80.186,429,85,0,1,429,1,429,0.0,749
BAB_RS21530,AYT27_RS03275,56.010,391,168,1,8,394,6,396,1.71e-155,440
BAB_RS21535,AYT27_RS03270,52.174,276,132,0,18,293,11,286,1.86e-98,287
BAB_RS21540,AYT27_RS03265,64.151,265,95,0,1,265,1,265,5.03e-129,363
BAB_RS21545,AYT27_RS03260,62.000,150,57,0,1,150,2,151,2.36e-72,210
BAB_RS21550,AYT27_RS03255,60.116,346,138,0,1,346,1,346,1.53e-158,444
BAB_RS21555,AYT27_RS03250,59.023,798,310,3,1,781,1,798,0.0,969
BAB_RS21560,AYT27_RS03245,43.407,364,193,4,23,378,21,379,4.05e-106,313
BAB_RS21565,AYT27_RS03240,49.057,265,128,3,1,261,1,262,1.10e-73,222
BAB_RS21575,AYT27_RS03235,80.108,186,37,0,1,186,1,186,1.10e-108,305
BAB_RS21580,AYT27_RS03230,79.079,239,50,0,1,239,1,239,5.57e-139,385
BAB_RS21585,AYT27_RS03225,75.896,307,72,1,1,305,1,307,1.09e-160,446
BAB_RS21590,AYT27_RS03220,85.771,253,36,0,1,253,1,253,2.29e-170,466
BAB_RS21600,AYT27_RS03215,42.481,266,152,1,14,278,7,272,2.01e-84,250
BAB_RS21605,AYT27_RS03210,60.131,153,61,0,1,153,1,153,1.09e-62,186
BAB_RS21610,AYT27_RS00950,39.815,108,60,3,13,118,3,107,2.36e-14,66.2
BAB_RS21620,AYT27_RS03205,68.571,140,44,0,1,140,1,140,5.52e-70,203
BAB_RS21625,AYT27_RS03200,71.974,760,206,2,1,760,1,753,0.0,1113
BAB_RS21630,AYT27_RS03195,58.095,105,42,1,14,116,20,124,6.33e-43,133
BAB_RS21635,AYT27_RS03190,50.000,430,192,4,43,469,39,448,4.33e-148,426
BAB_RS21650,AYT27_RS03180,66.287,439,146,1,1,439,29,465,0.0,606
BAB_RS21665,AYT27_RS03170,51.613,124,60,0,4,127,4,127,8.74e-42,130
BAB_RS21705,AYT27_RS00175,28.652,178,121,4,31,206,70,243,3.77e-14,68.9
BAB_RS21710,AYT27_RS04115,51.818,440,204,3,1,440,1,432,6.29e-152,443
BAB_RS21735,AYT27_RS04310,55.985,259,114,0,18,276,3,261,2.03e-114,326
BAB_RS21740,AYT27_RS04305,67.407,270,88,0,1,270,1,270,2.76e-135,379
BAB_RS21755,AYT27_RS05130,86.600,403,54,0,1,403,1,403,0.0,749
BAB_RS21765,AYT27_RS05215,73.190,884,234,2,1,882,1,883,0.0,1341
BAB_RS21770,AYT27_RS05220,87.021,339,44,0,14,352,1,339,0.0,614
BAB_RS21775,AYT27_RS07685,29.808,104,73,0,106,209,60,163,1.49e-09,51.2
BAB_RS21780,AYT27_RS00385,51.149,174,85,0,18,191,20,193,2.47e-61,185
BAB_RS21785,AYT27_RS05225,76.389,432,102,0,3,434,4,435,0.0,704
BAB_RS21790,AYT27_RS05230,60.793,454,173,5,23,474,13,463,0.0,546
BAB_RS21795,AYT27_RS05235,80.741,135,26,0,1,135,1,135,5.80e-79,226
BAB_RS21800,AYT27_RS05240,83.383,337,56,0,1,337,1,337,0.0,588
BAB_RS21805,AYT27_RS05245,93.798,129,8,0,1,129,1,129,3.73e-91,256
BAB_RS21810,AYT27_RS05250,88.496,113,13,0,1,113,1,113,2.24e-70,202
BAB_RS21815,AYT27_RS05255,64.398,191,68,0,1,191,1,191,1.64e-89,256
BAB_RS21820,AYT27_RS05260,78.000,450,93,2,1,446,1,448,0.0,712
BAB_RS21825,AYT27_RS05265,71.429,154,44,0,1,154,1,154,1.57e-76,221
BAB_RS21830,AYT27_RS05270,72.059,68,16,1,1,65,1,68,1.91e-29,95.1
BAB_RS21835,AYT27_RS05275,84.324,185,25,1,1,185,1,181,1.66e-112,314
BAB_RS21840,AYT27_RS05280,70.833,120,35,0,1,120,1,120,1.00e-53,160
BAB_RS21845,AYT27_RS05285,77.401,177,40,0,1,177,1,177,4.76e-103,290
BAB_RS21850,AYT27_RS05290,81.818,132,24,0,1,132,1,132,1.24e-78,224
BAB_RS21855,AYT27_RS05295,79.208,101,21,0,1,101,1,101,7.45e-58,169
BAB_RS21860,AYT27_RS05300,80.541,185,36,0,1,185,1,185,1.71e-114,319
BAB_RS21865,AYT27_RS05305,79.808,104,20,1,1,103,1,104,2.00e-56,166
BAB_RS21870,AYT27_RS05310,93.443,122,8,0,1,122,1,122,4.01e-81,229
BAB_RS21875,AYT27_RS05315,83.544,79,13,0,1,79,1,79,1.51e-45,136
BAB_RS21880,AYT27_RS05320,71.212,66,19,0,1,66,1,66,1.64e-29,95.5
BAB_RS21885,AYT27_RS05325,91.971,137,11,0,1,137,1,137,1.32e-93,262
BAB_RS21890,AYT27_RS05330,88.983,236,26,0,1,236,1,236,1.04e-161,442
BAB_RS21895,AYT27_RS05335,88.372,129,15,0,1,129,1,129,6.50e-82,232
BAB_RS21900,AYT27_RS05340,91.304,92,8,0,1,92,1,92,9.30e-61,176
BAB_RS21905,AYT27_RS05345,86.643,277,37,0,1,277,1,277,5.46e-174,477
BAB_RS21910,AYT27_RS05350,84.536,97,15,0,1,97,1,97,3.49e-57,167
BAB_RS21915,AYT27_RS05355,75.728,206,50,0,1,206,1,206,1.52e-118,331
BAB_RS21920,AYT27_RS05360,88.106,227,27,0,1,227,1,227,4.80e-152,419
BAB_RS21925,AYT27_RS05365,98.039,102,2,0,1,102,1,102,5.46e-71,202
BAB_RS21930,AYT27_RS05370,90.793,391,36,0,1,391,1,391,0.0,704
BAB_RS21935,AYT27_RS05375,91.066,694,62,0,1,694,1,694,0.0,1298
BAB_RS21940,AYT27_RS05380,88.462,156,18,0,1,156,1,156,4.25e-105,293
BAB_RS21945,AYT27_RS05385,95.935,123,5,0,1,123,1,123,4.33e-85,240
BAB_RS21955,AYT27_RS03165,87.759,1397,170,1,1,1396,1,1397,0.0,2568
BAB_RS21960,AYT27_RS03160,87.083,1378,177,1,1,1377,5,1382,0.0,2501
BAB_RS21965,AYT27_RS03155,87.903,124,14,1,1,124,1,123,6.28e-56,166
BAB_RS21970,AYT27_RS03150,75.000,172,43,0,1,172,1,172,3.66e-97,274
BAB_RS21975,AYT27_RS03145,78.261,230,50,0,1,230,1,230,1.23e-132,369
BAB_RS21980,AYT27_RS03140,84.507,142,22,0,1,142,1,142,2.24e-90,254
