S_meliloti|Q.,S_meliloti|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
SMa0025,SMa0025,100.000,355,0,0,1,355,1,355,0.0,728
SMa0026,SMa0026,100.000,142,0,0,1,142,1,142,3.20e-98,276
SMa0028,SMa0028,100.000,349,0,0,1,349,1,349,0.0,697
SMa0031,SMa0031,100.000,75,0,0,1,75,1,75,4.01e-52,154
SMa0034,SMa0034,100.000,551,0,0,1,551,1,551,0.0,1105
SMa0036,SMa0036,100.000,540,0,0,1,540,1,540,0.0,1110
SMa0039,SMa0039,100.000,299,0,0,1,299,1,299,0.0,602
SMa0041,SMa0041,100.000,329,0,0,1,329,1,329,0.0,647
SMa0044,SMa0044,100.000,88,0,0,1,88,1,88,1.42e-59,174
SMa0045,SMa0045,100.000,249,0,0,1,249,1,249,0.0,517
SMa0050,SMa0050,100.000,73,0,0,1,73,1,73,3.17e-51,152
SMa0052,SMa0052,100.000,68,0,0,1,68,1,68,3.45e-46,139
SMa0056,SMa0056,100.000,377,0,0,1,377,1,377,0.0,776
SMa0058,SMa0058,100.000,398,0,0,1,398,1,398,0.0,827
SMa0059,SMa0059,100.000,261,0,0,1,261,1,261,0.0,521
SMa0060,SMa0060,100.000,311,0,0,1,311,1,311,0.0,639
SMa0062,SMa0062,100.000,229,0,0,1,229,1,229,2.24e-167,458
SMa0063,SMa0063,100.000,244,0,0,1,244,1,244,0.0,493
SMa0064,SMa0064,100.000,400,0,0,1,400,1,400,0.0,827
SMa0065,SMa0065,100.000,230,0,0,1,230,1,230,9.76e-165,451
SMa0067,SMa0067,100.000,320,0,0,1,320,1,320,0.0,650
SMa0070,SMa0070,100.000,327,0,0,1,327,1,327,0.0,639
SMa0072,SMa0072,100.000,243,0,0,1,243,1,243,0.0,501
SMa0074,SMa0074,100.000,252,0,0,1,252,1,252,0.0,511
SMa0077,SMa0077,100.000,295,0,0,1,295,1,295,0.0,593
SMa0078,SMa0078,100.000,340,0,0,1,340,1,340,0.0,688
SMa0079,SMa0079,100.000,222,0,0,1,222,1,222,1.50e-162,445
SMa0081,SMa0081,100.000,218,0,0,1,218,1,218,4.24e-155,426
SMa0082,SMa0082,100.000,271,0,0,1,271,1,271,0.0,540
SMa0083,SMa0083,100.000,259,0,0,1,259,1,259,0.0,540
SMa0085,SMa0085,100.000,317,0,0,1,317,1,317,0.0,635
SMa0087,SMa0087,100.000,110,0,0,1,110,1,110,4.71e-78,223
SMa0089,SMa0089,100.000,138,0,0,1,138,1,138,2.24e-103,288
SMa0091,SMa0091,100.000,231,0,0,1,231,1,231,1.19e-172,471
SMa0093,SMa0093,100.000,283,0,0,1,283,1,283,0.0,569
SMa0095,SMa0095,100.000,345,0,0,1,345,1,345,0.0,687
SMa0097,SMa0097,100.000,313,0,0,1,313,1,313,0.0,628
SMa0101,SMa0101,100.000,541,0,0,1,541,1,541,0.0,1101
SMa0104,SMa0104,100.000,530,0,0,1,530,1,530,0.0,1095
SMa0105,SMa0105,100.000,311,0,0,1,311,1,311,0.0,610
SMa0106,SMa0106,100.000,273,0,0,1,273,1,273,0.0,533
SMa0108,SMa0108,100.000,304,0,0,1,304,1,304,0.0,614
SMa0110,SMa0110,100.000,320,0,0,1,320,1,320,0.0,643
SMa0112,SMa0112,100.000,143,0,0,1,143,1,143,1.04e-107,300
SMa0113,SMa0113,100.000,853,0,0,1,853,1,853,0.0,1754
SMa0114,SMa0114,100.000,120,0,0,1,120,1,120,5.71e-86,243
SMa0116,SMa0116,100.000,305,0,0,1,305,1,305,0.0,613
SMa0117,SMa0117,100.000,112,0,0,1,112,1,112,7.49e-79,224
SMa0118,SMa0118,100.000,175,0,0,1,175,1,175,7.03e-129,356
SMa0121,SMa0121,100.000,55,0,0,1,55,1,55,4.47e-35,110
SMa0123,SMa0123,100.000,127,0,0,1,127,1,127,1.98e-90,255
SMa0124,SMa0124,100.000,544,0,0,1,544,1,544,0.0,1067
SMa0125,SMa0125,100.000,105,0,0,1,105,1,105,2.49e-72,207
SMa0126,SMa0126,100.000,69,0,0,1,69,1,69,1.95e-47,142
SMa0128,SMa0128,100.000,126,0,0,1,126,1,126,9.56e-79,225
SMa0130,SMa0130,100.000,355,0,0,1,355,1,355,0.0,719
SMa0132,SMa0132,100.000,95,0,0,1,95,1,95,6.37e-68,196
SMa0134,SMa0134,100.000,201,0,0,1,201,1,201,1.44e-140,388
SMa0136,SMa0136,100.000,670,0,0,1,670,1,670,0.0,1338
SMa0137,SMa0137,100.000,733,0,0,1,733,1,733,0.0,1483
SMa0139,SMa0139,100.000,106,0,0,1,106,1,106,1.40e-76,218
SMa0142,SMa0142,100.000,466,0,0,1,466,1,466,0.0,931
SMa0143,SMa0143,100.000,180,0,0,1,180,1,180,1.57e-131,363
SMa0144,SMa0144,100.000,261,0,0,1,261,1,261,0.0,513
SMa0146,SMa0146,100.000,174,0,0,1,174,1,174,3.60e-123,342
SMa0148,SMa0148,100.000,237,0,0,1,237,1,237,1.13e-179,489
SMa0149,SMa0149,100.000,160,0,0,1,160,1,160,2.55e-115,321
SMa0150,SMa0150,100.000,508,0,0,1,508,1,508,0.0,1037
SMa0151,SMa0151,100.000,909,0,0,1,909,1,909,0.0,1828
SMa0155,SMa0155,100.000,189,0,0,1,189,1,189,1.56e-137,379
SMa0157,SMa0157,100.000,334,0,0,1,334,1,334,0.0,687
SMa0160,SMa0160,100.000,224,0,0,1,224,1,224,2.45e-165,452
SMa0162,SMa0162,100.000,81,0,0,1,81,1,81,6.89e-57,167
SMa0163,SMa0163,100.000,466,0,0,1,466,1,466,0.0,928
SMa0164,SMa0164,100.000,98,0,0,1,98,1,98,3.23e-71,204
SMa0166,SMa0166,100.000,176,0,0,1,176,1,176,8.76e-129,356
SMa0168,SMa0168,100.000,270,0,0,1,270,1,270,0.0,538
SMa0169,SMa0169,100.000,261,0,0,1,261,1,261,0.0,521
SMa0171,SMa0171,100.000,254,0,0,1,254,1,254,0.0,508
SMa0172,SMa0172,100.000,306,0,0,1,306,1,306,0.0,627
SMa0175,SMa0175,100.000,360,0,0,1,360,1,360,0.0,730
SMa0179,SMa0179,100.000,305,0,0,1,305,1,305,0.0,615
SMa0180,SMa0180,100.000,290,0,0,1,290,1,290,0.0,576
SMa0181,SMa0181,100.000,67,0,0,1,67,1,67,1.54e-44,134
SMa0185,SMa0185,100.000,514,0,0,1,514,1,514,0.0,1006
SMa0187,SMa0187,100.000,317,0,0,1,317,1,317,0.0,652
SMa0189,SMa0189,100.000,147,0,0,1,147,1,147,2.91e-103,289
SMa0190,SMa0190,100.000,209,0,0,1,209,1,209,6.90e-153,420
SMa0191,SMa0191,100.000,176,0,0,1,176,1,176,1.99e-129,357
SMa0193,SMa0193,100.000,108,0,0,1,108,1,108,1.92e-76,218
SMa0196,SMa0196,100.000,304,0,0,1,304,1,304,0.0,626
SMa0197,SMa0197,100.000,315,0,0,1,315,1,315,0.0,607
SMa0198,SMa0198,100.000,315,0,0,1,315,1,315,0.0,599
SMa0199,SMa0199,100.000,487,0,0,1,487,1,487,0.0,984
SMa0203,SMa0203,100.000,338,0,0,1,338,1,338,0.0,686
SMa0204,SMa0204,100.000,415,0,0,1,415,1,415,0.0,836
SMa0206,SMa0206,100.000,240,0,0,1,240,1,240,3.86e-179,488
SMa0209,SMa0209,100.000,362,0,0,1,362,1,362,0.0,736
SMa0210,SMa0210,100.000,88,0,0,1,88,1,88,7.02e-61,177
SMa0211,SMa0211,100.000,64,0,0,1,64,1,64,1.04e-41,127
SMa0214,SMa0214,100.000,280,0,0,1,280,1,280,0.0,580
SMa0216,SMa0216,100.000,246,0,0,1,246,1,246,0.0,503
SMa0217,SMa0217,100.000,359,0,0,1,359,1,359,0.0,699
SMa0218,SMa0218,100.000,316,0,0,1,316,1,316,0.0,631
SMa0220,SMa0220,100.000,504,0,0,1,504,1,504,0.0,1017
SMa0222,SMa0222,100.000,242,0,0,1,242,1,242,1.25e-178,488
SMa0223,SMa0223,100.000,261,0,0,1,261,1,261,0.0,531
SMa0224,SMa0224,100.000,490,0,0,1,490,1,490,0.0,938
SMa0226,SMa0226,100.000,330,0,0,1,330,1,330,0.0,651
SMa0228,SMa0228,100.000,448,0,0,1,448,1,448,0.0,918
SMa0229,SMa0229,100.000,140,0,0,1,140,1,140,4.80e-100,280
SMa0232,SMa0232,100.000,183,0,0,1,183,1,183,1.42e-136,376
SMa0233,SMa0233,100.000,463,0,0,1,463,1,463,0.0,949
SMa0235,SMa0235,100.000,592,0,0,1,592,1,592,0.0,1214
SMa0237,SMa0237,100.000,293,0,0,1,293,1,293,0.0,576
SMa0241,SMa0241,100.000,327,0,0,1,327,1,327,0.0,662
SMa0244,SMa0244,100.000,481,0,0,1,481,1,481,0.0,977
SMa0246,SMa0246,100.000,236,0,0,1,236,1,236,4.36e-170,465
SMa0247,SMa0247,100.000,398,0,0,1,398,1,398,0.0,802
SMa0249,SMa0249,100.000,177,0,0,1,177,1,177,3.90e-127,352
SMa0250,SMa0250,100.000,425,0,0,1,425,1,425,0.0,811
SMa0252,SMa0252,100.000,334,0,0,1,334,1,334,0.0,685
SMa0254,SMa0254,100.000,226,0,0,1,226,1,226,1.25e-165,453
SMa0255,SMa0255,100.000,325,0,0,1,325,1,325,0.0,660
SMa0257,SMa0257,100.000,697,0,0,1,697,1,697,0.0,1425
SMa0259,SMa0259,100.000,281,0,0,1,281,1,281,0.0,565
SMa0260,SMa0260,100.000,487,0,0,1,487,1,487,0.0,992
SMa0263,SMa0263,100.000,399,0,0,1,399,1,399,0.0,795
SMa0265,SMa0265,100.000,334,0,0,1,334,1,334,0.0,650
SMa0267,SMa0267,100.000,230,0,0,1,230,1,230,3.07e-169,462
SMa0270,SMa0270,100.000,530,0,0,1,530,1,530,0.0,1051
SMa0271,SMa0271,100.000,331,0,0,1,331,1,331,0.0,644
SMa0273,SMa0273,100.000,321,0,0,1,321,1,321,0.0,653
SMa0275,SMa0275,100.000,195,0,0,1,195,1,195,1.32e-146,402
SMa0277,SMa0277,100.000,116,0,0,1,116,1,116,7.84e-86,243
SMa0279,SMa0279,100.000,203,0,0,1,203,1,203,1.88e-149,410
SMa0280,SMa0280,100.000,262,0,0,1,262,1,262,0.0,542
SMa0281,SMa0281,100.000,134,0,0,1,134,1,134,3.42e-94,265
SMa0285,SMa0285,100.000,74,0,0,1,74,1,74,5.06e-53,156
SMa0286,SMa0286,100.000,153,0,0,1,153,1,153,1.35e-108,303
SMa0287,SMa0287,100.000,148,0,0,1,148,1,148,3.51e-106,296
SMa0288,SMa0288,100.000,278,0,0,1,278,1,278,0.0,543
SMa0291,SMa0291,100.000,122,0,0,1,122,1,122,1.21e-86,245
SMa0293,SMa0293,100.000,131,0,0,1,131,1,131,2.30e-92,260
SMa0298,SMa0298,100.000,604,0,0,1,604,1,604,0.0,1225
SMa0299,SMa0299,100.000,295,0,0,1,295,1,295,0.0,574
SMa0300,SMa0300,100.000,317,0,0,1,317,1,317,0.0,600
SMa0301,SMa0301,100.000,222,0,0,1,222,1,222,5.38e-165,451
SMa0302,SMa0302,100.000,508,0,0,1,508,1,508,0.0,1042
SMa0303,SMa0303,100.000,292,0,0,1,292,1,292,0.0,592
SMa0306,SMa0306,100.000,546,0,0,1,546,1,546,0.0,1106
SMa0307,SMa0307,100.000,328,0,0,1,328,1,328,0.0,664
SMa0308,SMa0308,100.000,319,0,0,1,319,1,319,0.0,654
SMa0310,SMa0310,100.000,243,0,0,1,243,1,243,7.71e-180,491
SMa0312,SMa0312,100.000,177,0,0,1,177,1,177,6.23e-134,369
SMa0314,SMa0314,100.000,83,0,0,1,83,1,83,9.59e-60,174
SMa0316,SMa0316,100.000,420,0,0,1,420,1,420,0.0,848
SMa0319,SMa0319,100.000,333,0,0,1,333,1,333,0.0,682
SMa0320,SMa0320,100.000,249,0,0,1,249,1,249,0.0,509
SMa0322,SMa0322,100.000,182,0,0,1,182,1,182,3.06e-137,378
SMa0323,SMa0323,100.000,94,0,0,1,94,1,94,1.12e-64,187
SMa0325,SMa0325,100.000,100,0,0,1,100,1,100,1.16e-74,213
SMa0326,SMa0326,100.000,279,0,0,1,279,1,279,0.0,574
SMa0329,SMa0329,100.000,253,0,0,1,253,1,253,0.0,509
SMa0333,SMa0333,100.000,70,0,0,1,70,1,70,5.45e-46,138
SMa0335,SMa0335,100.000,258,0,0,1,258,1,258,0.0,501
SMa0337,SMa0337,100.000,160,0,0,1,160,1,160,4.36e-121,335
SMa0339,SMa0339,100.000,257,0,0,1,257,1,257,0.0,516
SMa0340,SMa0340,100.000,202,0,0,1,202,1,202,8.21e-148,406
SMa0341,SMa0341,100.000,64,0,0,1,64,1,64,5.16e-43,130
SMa0343,SMa0343,100.000,144,0,0,1,144,1,144,1.19e-98,277
SMa0346,SMa0346,100.000,205,0,0,1,205,1,205,5.13e-153,419
SMa0347,SMa0347,100.000,295,0,0,1,295,1,295,0.0,584
SMa0349,SMa0349,100.000,198,0,0,1,198,1,198,1.33e-140,388
SMa0352,SMa0352,100.000,298,0,0,1,298,1,298,0.0,598
SMa0353,SMa0353,100.000,304,0,0,1,304,1,304,0.0,615
SMa0355,SMa0355,100.000,164,0,0,1,164,1,164,5.26e-119,330
SMa0357,SMa0357,100.000,93,0,0,1,93,1,93,1.34e-67,194
SMa0359,SMa0359,100.000,81,0,0,1,81,1,81,3.89e-57,167
SMa0360,SMa0360,100.000,229,0,0,1,229,1,229,1.08e-170,466
SMa0364,SMa0364,100.000,594,0,0,1,594,1,594,0.0,1142
SMa0367,SMa0367,100.000,298,0,0,1,298,1,298,0.0,546
SMa0369,SMa0369,100.000,88,0,0,1,88,1,88,1.40e-63,184
SMa0372,SMa0372,100.000,299,0,0,1,299,1,299,0.0,613
SMa0374,SMa0374,100.000,310,0,0,1,310,1,310,0.0,635
SMa0376,SMa0376,100.000,229,0,0,1,229,1,229,4.16e-176,480
SMa0380,SMa0380,100.000,660,0,0,1,660,1,660,0.0,1370
SMa0383,SMa0383,100.000,532,0,0,1,532,1,532,0.0,1043
SMa0384,SMa1356,100.000,400,0,0,1,400,1,400,0.0,819
SMa0387,SMa0387,100.000,370,0,0,1,370,1,370,0.0,755
SMa0389,SMa0389,100.000,255,0,0,1,255,1,255,0.0,514
SMa0391,SMa0391,100.000,377,0,0,1,377,1,377,0.0,761
SMa0392,SMa0392,100.000,371,0,0,1,371,1,371,0.0,758
SMa0394,SMa0394,100.000,314,0,0,1,314,1,314,0.0,611
SMa0396,SMa0396,100.000,266,0,0,1,266,1,266,0.0,516
SMa0398,SMa0398,100.000,456,0,0,1,456,1,456,0.0,919
SMa0400,SMa0400,100.000,337,0,0,1,337,1,337,0.0,664
SMa0402,SMa0402,100.000,243,0,0,1,243,1,243,0.0,498
SMa0403,SMa0403,100.000,462,0,0,1,462,1,462,0.0,936
SMa0404,SMa0404,100.000,381,0,0,1,381,1,381,0.0,762
SMa0405,SMa0405,100.000,95,0,0,1,95,1,95,5.44e-66,191
SMa0407,SMa0407,100.000,262,0,0,1,262,1,262,0.0,538
SMa0412,SMa0412,100.000,104,0,0,1,104,1,104,1.08e-75,216
SMa0414,SMa0414,100.000,556,0,0,1,556,1,556,0.0,1134
SMa0417,SMa0417,100.000,285,0,0,1,285,1,285,0.0,577
SMa0421,SMa0421,100.000,172,0,0,1,172,1,172,1.65e-126,350
SMa0424,SMa0424,100.000,346,0,0,1,346,1,346,0.0,704
SMa0426,SMa0426,100.000,268,0,0,1,268,1,268,0.0,553
SMa0429,SMa0429,100.000,338,0,0,1,338,1,338,0.0,684
SMa0431,SMa0431,100.000,197,0,0,1,197,1,197,1.15e-141,390
SMa0433,SMa0433,100.000,156,0,0,1,156,1,156,1.48e-116,323
SMa0436,SMa0436,100.000,127,0,0,1,127,1,127,2.83e-92,259
SMa0444,SMa0444,100.000,276,0,0,1,276,1,276,0.0,577
SMa0445,SM_b20918,100.000,130,0,0,1,130,1,130,1.92e-92,260
SMa0447,SMa0447,100.000,373,0,0,1,373,1,373,0.0,715
SMa0448,SMa0448,100.000,136,0,0,1,136,1,136,8.68e-93,262
SMa0450,SMa0450,100.000,95,0,0,1,95,1,95,9.49e-67,192
SMa0453,SMa0453,100.000,135,0,0,1,135,1,135,6.79e-96,270
SMa0461,SMa1356,99.750,400,1,0,1,400,1,400,0.0,816
SMa0462,SMa0462,100.000,613,0,0,1,613,1,613,0.0,1251
SMa0464,SMa0464,100.000,1058,0,0,1,1058,1,1058,0.0,2078
SMa0466,SMa0466,100.000,534,0,0,1,534,1,534,0.0,1092
SMa0467,SMa0467,100.000,338,0,0,1,338,1,338,0.0,644
SMa0469,SMa0469,100.000,265,0,0,1,265,1,265,0.0,509
SMa0470,SMa0470,100.000,611,0,0,1,611,1,611,0.0,1215
SMa0471,SMa0471,100.000,102,0,0,1,102,1,102,6.32e-69,199
SMa0473,SMa0473,100.000,97,0,0,1,97,1,97,1.79e-67,194
SMa0475,SMa0475,100.000,299,0,0,1,299,1,299,0.0,606
SMa0476,SMc03260,100.000,117,0,0,1,117,328,444,1.66e-82,245
SMa0478,SMa0478,100.000,401,0,0,1,401,1,401,0.0,828
SMa0483,SMa0483,100.000,308,0,0,1,308,1,308,0.0,624
SMa0485,SMa0485,100.000,484,0,0,1,484,1,484,0.0,998
SMa0486,SMa0486,100.000,316,0,0,1,316,1,316,0.0,646
SMa0489,SMa0489,100.000,255,0,0,1,255,1,255,0.0,525
SMa0492,SMa0492,100.000,227,0,0,1,227,1,227,6.88e-163,446
SMa0493,SMa0493,100.000,232,0,0,1,232,1,232,5.19e-169,462
SMa0495,SMa0495,100.000,272,0,0,1,272,1,272,0.0,558
SMa0496,SMa0496,100.000,222,0,0,1,222,1,222,1.72e-166,455
SMa0498,SMa0498,100.000,299,0,0,1,299,1,299,0.0,603
SMa0499,SMa0499,100.000,210,0,0,1,210,1,210,6.62e-158,432
SMa0501,SMa0501,100.000,228,0,0,1,228,1,228,1.26e-162,446
SMa0503,SMa0503,100.000,218,0,0,1,218,1,218,5.65e-154,423
SMa0506,SMa0506,100.000,265,0,0,1,265,1,265,0.0,537
SMa0508,SMa0508,100.000,243,0,0,1,243,1,243,5.32e-179,488
SMa0510,SMa0510,100.000,315,0,0,1,315,1,315,0.0,633
SMa0512,SMa0512,100.000,343,0,0,1,343,1,343,0.0,690
SMa0513,SMa0513,100.000,251,0,0,1,251,1,251,0.0,508
SMa0514,SMa0514,100.000,172,0,0,1,172,1,172,1.09e-125,348
SMa0516,SMa0516,100.000,295,0,0,1,295,1,295,0.0,593
SMa0518,SMa0518,100.000,110,0,0,1,110,1,110,7.55e-78,222
SMa0520,SMa0520,100.000,280,0,0,1,280,1,280,0.0,555
SMa0522,SMa0522,100.000,242,0,0,1,242,1,242,1.13e-180,493
SMa0523,SMa0523,100.000,134,0,0,1,134,1,134,5.96e-96,270
SMa0525,SMa0525,100.000,601,0,0,1,601,1,601,0.0,1150
SMa0526,SMa0526,100.000,348,0,0,1,348,1,348,0.0,708
SMa0527,SMa0527,100.000,199,0,0,1,199,1,199,4.62e-144,396
SMa0535,SMa0535,100.000,79,0,0,1,79,1,79,4.94e-52,154
SMa0537,SMa0537,100.000,137,0,0,1,137,1,137,3.35e-101,283
SMa0538,SMa0538,100.000,120,0,0,1,120,1,120,8.38e-86,243
SMa0541,SMa0541,100.000,131,0,0,1,131,1,131,1.20e-93,263
SMa0543,SMa0543,100.000,196,0,0,1,196,1,196,1.39e-139,385
SMa0545,SMa0545,100.000,146,0,0,1,146,1,146,1.52e-105,295
SMa0548,SMa0548,100.000,79,0,0,1,79,1,79,1.43e-52,155
SMa0551,SMa0551,100.000,430,0,0,1,430,1,430,0.0,865
SMa0552,SMa0552,100.000,163,0,0,1,163,1,163,2.53e-118,328
SMa0554,SMa0554,100.000,265,0,0,1,265,1,265,0.0,528
SMa0557,SMa0557,100.000,295,0,0,1,295,1,295,0.0,600
SMa0558,SMa0558,100.000,130,0,0,1,130,1,130,8.30e-94,264
SMa0559,SMa0559,100.000,247,0,0,1,247,1,247,0.0,504
SMa0561,SMa0561,100.000,127,0,0,1,127,1,127,3.84e-93,262
SMa0563,SMa0563,100.000,329,0,0,1,329,1,329,0.0,665
SMa0564,SMa0564,100.000,367,0,0,1,367,1,367,0.0,744
SMa0567,SMa0567,100.000,185,0,0,1,185,1,185,4.97e-136,375
SMa0570,SMa0570,100.000,629,0,0,1,629,1,629,0.0,1267
SMa0572,SMa0572,100.000,107,0,0,1,107,1,107,7.21e-78,222
SMa0574,SMa0574,100.000,237,0,0,1,237,1,237,3.19e-174,476
SMa0575,SMa0575,100.000,95,0,0,1,95,1,95,1.30e-67,195
SMa0576,SMa0576,100.000,363,0,0,1,363,1,363,0.0,744
SMa0579,SMa0579,100.000,819,0,0,1,819,1,819,0.0,1643
SMa0581,SMa0581,100.000,266,0,0,1,266,1,266,0.0,545
SMa0583,SMa0583,100.000,297,0,0,1,297,1,297,0.0,586
SMa0585,SMa0585,100.000,430,0,0,1,430,1,430,0.0,882
SMa0590,SMa0590,100.000,152,0,0,1,152,1,152,1.84e-109,305
SMa0591,SMa0591,100.000,64,0,0,1,64,1,64,2.19e-43,131
SMa0592,SMa0592,100.000,390,0,0,1,390,1,390,0.0,803
SMa0594,SMa0594,100.000,343,0,0,1,343,1,343,0.0,697
SMa0599,SMa0599,100.000,443,0,0,1,443,1,443,0.0,915
SMa0601,SMa0601,100.000,748,0,0,1,748,1,748,0.0,1509
SMa0604,SMa0604,100.000,270,0,0,1,270,1,270,0.0,554
SMa0606,SMa0606,100.000,111,0,0,1,111,1,111,6.99e-77,219
SMa0607,SMa0607,100.000,516,0,0,1,516,1,516,0.0,1052
SMa0609,SMa0609,100.000,191,0,0,1,191,1,191,9.69e-142,390
SMa0610,SMa0610,100.000,286,0,0,1,286,1,286,0.0,582
SMa0612,SMa0612,100.000,551,0,0,1,551,1,551,0.0,1104
SMa0615,SMa0615,100.000,250,0,0,1,250,1,250,0.0,516
SMa0616,SMa0616,100.000,56,0,0,1,56,1,56,9.39e-39,119
SMa0617,SMa0617,100.000,293,0,0,1,293,1,293,0.0,605
SMa0620,SMa0620,100.000,268,0,0,1,268,1,268,0.0,526
SMa0621,SMa0621,100.000,755,0,0,1,755,1,755,0.0,1496
SMa0622,SMa0622,100.000,86,0,0,1,86,1,86,1.14e-59,174
SMa0625,SMa0625,100.000,53,0,0,1,53,1,53,2.53e-34,107
SMa0626,SMa0626,100.000,420,0,0,1,420,1,420,0.0,861
SMa0627,SMa0627,100.000,232,0,0,1,232,1,232,1.71e-164,451
SMa0629,SMa0629,100.000,125,0,0,1,125,1,125,1.11e-88,250
SMa0630,SMa0630,100.000,523,0,0,1,523,1,523,0.0,1021
SMa0631,SMa0631,100.000,188,0,0,1,188,1,188,1.88e-132,366
SMa0633,SMa0633,100.000,128,0,0,1,128,1,128,3.13e-91,257
SMa0636,SMa0636,100.000,217,0,0,1,217,1,217,1.79e-159,437
SMa0637,SMa0637,100.000,129,0,0,1,129,1,129,9.33e-92,258
SMa0638,SMa0638,100.000,85,0,0,1,85,1,85,1.13e-57,169
SMa0639,SMa0639,100.000,134,0,0,1,134,1,134,6.17e-100,280
SMa0640,SMa0640,100.000,139,0,0,1,139,1,139,4.71e-99,278
SMa0643,SMa0643,100.000,86,0,0,1,86,1,86,7.08e-61,177
SMa0645,SMa0645,100.000,102,0,0,1,102,1,102,2.54e-69,200
SMa0647,SMa0647,100.000,83,0,0,1,83,1,83,2.89e-55,163
SMa0649,SMa0649,100.000,105,0,0,1,105,1,105,5.32e-72,207
SMa0656,SMa0656,100.000,333,0,0,1,333,1,333,0.0,685
SMa0657,SMa0657,100.000,65,0,0,1,65,1,65,2.79e-44,134
SMa0659,SMa0659,100.000,132,0,0,1,132,1,132,3.43e-99,278
SMa0661,SMa0661,100.000,159,0,0,1,159,1,159,2.32e-120,333
SMa0662,SMa0662,100.000,211,0,0,1,211,1,211,1.35e-156,429
SMa0663,SMa0663,100.000,89,0,0,1,89,1,89,3.10e-61,178
SMa0664,SMa0664,100.000,585,0,0,1,585,1,585,0.0,1201
SMa0665,SMa0665,100.000,384,0,0,1,384,1,384,0.0,739
SMa0667,SMa0667,100.000,162,0,0,1,162,1,162,4.25e-117,325
SMa0669,SMa0669,100.000,409,0,0,1,409,1,409,0.0,832
SMa0670,SMa0670,100.000,284,0,0,1,284,1,284,0.0,586
SMa0673,SMa1356,100.000,400,0,0,1,400,1,400,0.0,819
SMa0674,SMa0674,100.000,114,0,0,1,114,1,114,3.35e-82,233
SMa0675,SMa0675,100.000,381,0,0,1,381,1,381,0.0,736
SMa0677,SMa0677,100.000,313,0,0,1,313,1,313,0.0,632
SMa0678,SMa0678,100.000,452,0,0,1,452,1,452,0.0,889
SMa0680,SMa0680,100.000,782,0,0,1,782,1,782,0.0,1625
SMa0682,SMa0682,100.000,756,0,0,1,756,1,756,0.0,1570
SMa0683,SMa0683,100.000,308,0,0,1,308,1,308,0.0,620
SMa0684,SMa0684,100.000,441,0,0,1,441,1,441,0.0,857
SMa0687,SMa0687,100.000,168,0,0,1,168,1,168,7.20e-125,345
SMa0689,SMa0689,100.000,316,0,0,1,316,1,316,0.0,632
SMa0690,SMa0690,100.000,466,0,0,1,466,1,466,0.0,943
SMa0693,SMa0693,100.000,409,0,0,1,409,1,409,0.0,848
SMa0695,SMa0695,100.000,334,0,0,1,334,1,334,0.0,703
SMa0697,SMa0697,100.000,324,0,0,1,324,1,324,0.0,657
SMa0699,SMa0699,100.000,156,0,0,1,156,1,156,1.19e-116,323
SMa0702,SMa0702,100.000,144,0,0,1,144,1,144,1.42e-102,287
SMa0705,SMa0705,100.000,313,0,0,1,313,1,313,0.0,620
SMa0707,SMa0707,100.000,320,0,0,1,320,1,320,0.0,633
SMa0708,SMa0708,100.000,389,0,0,1,389,1,389,0.0,793
SMa0709,SMa0709,100.000,421,0,0,1,421,1,421,0.0,866
SMa0710,SMa0710,100.000,337,0,0,1,337,1,337,0.0,681
SMa0711,SMa0711,100.000,276,0,0,1,276,1,276,0.0,545
SMa0713,SMa0713,100.000,197,0,0,1,197,1,197,1.86e-144,397
SMa0714,SMa0714,100.000,165,0,0,1,165,1,165,1.08e-119,332
SMa0715,SMa0715,100.000,326,0,0,1,326,1,326,0.0,663
SMa0717,SMa0717,100.000,569,0,0,1,569,1,569,0.0,1138
SMa0719,SMa0719,100.000,239,0,0,1,239,1,239,1.08e-174,477
SMa0722,SMa0722,100.000,203,0,0,1,203,1,203,3.31e-153,420
SMa0723,SMa0723,100.000,262,0,0,1,262,1,262,0.0,535
SMa0726,SMa0726,100.000,130,0,0,1,130,1,130,3.24e-97,272
SMa0728,SMa0728,100.000,66,0,0,1,66,1,66,4.57e-45,135
SMa0731,SMa0731,100.000,115,0,0,1,115,1,115,1.99e-83,236
SMa0734,SMa0734,100.000,107,0,0,1,107,1,107,4.22e-77,220
SMa0736,SMa0736,100.000,90,0,0,1,90,1,90,2.22e-64,186
SMa0738,SMa0738,100.000,67,0,0,1,67,1,67,7.20e-45,135
SMa0739,SMa0739,100.000,142,0,0,1,142,1,142,1.35e-105,295
SMa0740,SMa0740,100.000,126,0,0,1,126,1,126,2.99e-89,252
SMa0742,SMa0742,100.000,146,0,0,1,146,1,146,8.62e-108,300
SMa0744,SMa0744,100.000,545,0,0,1,545,1,545,0.0,1066
SMa0745,SMa0745,100.000,98,0,0,1,98,1,98,1.81e-66,192
SMa0747,SMa0747,100.000,53,0,0,1,53,1,53,5.71e-34,107
SMa0748,SMa0748,100.000,149,0,0,1,149,1,149,3.85e-109,304
SMa0750,SMa0750,100.000,292,0,0,1,292,1,292,0.0,606
SMa0751,SMa0751,100.000,412,0,0,1,412,1,412,0.0,864
