Abortus2308|Q.,Abortus2308|S.,% identity,alignment length,mismatches,gap opens,q. start,q. end,s. start,s. end,evalue,bit score
BAB_RS20380,BAB_RS20380,100.000,922,0,0,1,922,1,922,0.0,1865
BAB_RS20385,BAB_RS20385,100.000,61,0,0,1,61,1,61,2.23e-38,118
BAB_RS20390,BAB_RS20390,100.000,422,0,0,1,422,1,422,0.0,856
BAB_RS20395,BAB_RS20395,100.000,819,0,0,1,819,1,819,0.0,1679
BAB_RS20400,BAB_RS20400,100.000,344,0,0,1,344,1,344,0.0,706
BAB_RS20405,BAB_RS28220,100.000,122,0,0,1,122,1,122,2.58e-87,246
BAB_RS20410,BAB_RS29705,100.000,130,0,0,1,130,1,130,1.48e-96,270
BAB_RS20415,BAB_RS20720,100.000,122,0,0,1,122,1,122,2.70e-87,246
BAB_RS20420,BAB_RS20420,100.000,137,0,0,1,137,1,137,2.03e-101,283
BAB_RS20425,BAB_RS20425,100.000,120,0,0,1,120,1,120,1.01e-84,239
BAB_RS20430,BAB_RS20430,100.000,275,0,0,1,275,1,275,0.0,559
BAB_RS20435,BAB_RS20435,100.000,154,0,0,1,154,1,154,4.51e-115,319
BAB_RS20440,BAB_RS20440,100.000,1132,0,0,1,1132,1,1132,0.0,2275
BAB_RS20445,BAB_RS20445,100.000,417,0,0,1,417,1,417,0.0,856
BAB_RS20450,BAB_RS20450,100.000,373,0,0,1,373,1,373,0.0,754
BAB_RS20455,BAB_RS20455,100.000,110,0,0,1,110,1,110,1.80e-73,210
BAB_RS20460,BAB_RS20460,100.000,224,0,0,1,224,1,224,4.15e-172,469
BAB_RS20465,BAB_RS20465,100.000,392,0,0,1,392,1,392,0.0,782
BAB_RS20470,BAB_RS20470,100.000,507,0,0,1,507,1,507,0.0,1055
BAB_RS20475,BAB_RS20475,100.000,251,0,0,1,251,1,251,0.0,507
BAB_RS20480,BAB_RS20480,100.000,425,0,0,1,425,1,425,0.0,862
BAB_RS20485,BAB_RS20485,100.000,414,0,0,1,414,1,414,0.0,856
BAB_RS20490,BAB_RS20490,100.000,139,0,0,1,139,1,139,4.46e-100,280
BAB_RS20495,BAB_RS20495,100.000,323,0,0,1,323,1,323,0.0,665
BAB_RS20500,BAB_RS20500,100.000,25,0,0,1,25,1,25,2.63e-12,49.7
BAB_RS20505,BAB_RS20505,100.000,257,0,0,1,257,1,257,0.0,528
BAB_RS20510,BAB_RS20510,100.000,482,0,0,1,482,1,482,0.0,980
BAB_RS20515,BAB_RS20515,100.000,126,0,0,1,126,1,126,5.21e-92,258
BAB_RS20520,BAB_RS20520,100.000,84,0,0,1,84,1,84,1.13e-59,173
BAB_RS20525,BAB_RS20525,100.000,66,0,0,1,66,1,66,3.92e-43,130
BAB_RS20530,BAB_RS20530,100.000,222,0,0,1,222,1,222,7.06e-162,442
BAB_RS20535,BAB_RS20535,100.000,456,0,0,1,456,1,456,0.0,918
BAB_RS20540,BAB_RS20540,100.000,243,0,0,1,243,1,243,1.17e-174,477
BAB_RS20545,BAB_RS20545,100.000,910,0,0,1,910,1,910,0.0,1872
BAB_RS20550,BAB_RS20550,100.000,100,0,0,1,100,1,100,1.17e-71,205
BAB_RS20555,BAB_RS20555,100.000,323,0,0,1,323,1,323,0.0,662
BAB_RS20565,BAB_RS20565,100.000,290,0,0,1,290,1,290,0.0,588
BAB_RS20570,BAB_RS20570,100.000,95,0,0,1,95,1,95,3.89e-69,198
BAB_RS20575,BAB_RS20575,100.000,177,0,0,1,177,1,177,3.72e-131,361
BAB_RS20580,BAB_RS20580,100.000,167,0,0,1,167,1,167,1.25e-119,331
BAB_RS20585,BAB_RS20585,100.000,221,0,0,1,221,1,221,3.89e-165,451
BAB_RS20590,BAB_RS20590,100.000,344,0,0,1,344,1,344,0.0,714
BAB_RS20595,BAB_RS20595,100.000,119,0,0,1,119,1,119,1.22e-87,246
BAB_RS20600,BAB_RS20600,100.000,267,0,0,1,267,1,267,0.0,552
BAB_RS20605,BAB_RS20605,100.000,539,0,0,1,539,1,539,0.0,1115
BAB_RS20610,BAB_RS20610,100.000,666,0,0,1,666,1,666,0.0,1349
BAB_RS20620,BAB_RS20620,100.000,25,0,0,1,25,1,25,1.03e-12,50.8
BAB_RS20625,BAB_RS20625,100.000,25,0,0,1,25,1,25,1.04e-13,53.1
BAB_RS20630,BAB_RS20630,100.000,83,0,0,1,83,1,83,1.26e-48,145
BAB_RS20640,BAB_RS20640,100.000,24,0,0,1,24,1,24,1.34e-10,45.4
BAB_RS20645,BAB_RS20645,100.000,341,0,0,1,341,1,341,0.0,703
BAB_RS20650,BAB_RS20650,100.000,67,0,0,1,67,1,67,1.15e-45,137
BAB_RS20655,BAB_RS20655,100.000,71,0,0,1,71,1,71,5.24e-50,148
BAB_RS20660,BAB_RS20660,100.000,67,0,0,1,67,1,67,2.96e-46,138
BAB_RS20675,BAB_RS20675,100.000,76,0,0,1,76,1,76,1.26e-53,157
BAB_RS20680,BAB_RS20680,100.000,91,0,0,1,91,1,91,2.68e-64,185
BAB_RS20685,BAB_RS20685,100.000,158,0,0,1,158,1,158,2.38e-115,320
BAB_RS20700,BAB_RS20700,100.000,56,0,0,1,56,1,56,2.91e-37,114
BAB_RS20705,BAB_RS20705,100.000,104,0,0,1,104,1,104,1.76e-73,209
BAB_RS20710,BAB_RS20710,100.000,81,0,0,1,81,1,81,1.86e-56,165
BAB_RS20715,BAB_RS21265,100.000,210,0,0,1,210,168,377,4.63e-158,439
BAB_RS20720,BAB_RS20720,100.000,122,0,0,1,122,1,122,2.70e-87,246
BAB_RS20725,BAB_RS20725,100.000,130,0,0,1,130,1,130,1.15e-96,270
BAB_RS20730,BAB_RS20730,100.000,97,0,0,1,97,1,97,4.57e-71,203
BAB_RS20735,BAB_RS20735,100.000,144,0,0,1,144,1,144,1.48e-104,291
BAB_RS20740,BAB_RS20740,100.000,483,0,0,1,483,1,483,0.0,977
BAB_RS20745,BAB_RS20745,100.000,410,0,0,1,410,1,410,0.0,855
BAB_RS20750,BAB_RS20750,100.000,519,0,0,1,519,1,519,0.0,1068
BAB_RS20755,BAB_RS20755,100.000,252,0,0,1,252,1,252,0.0,510
BAB_RS20760,BAB_RS20760,100.000,115,0,0,1,115,1,115,1.61e-81,231
BAB_RS20765,BAB_RS20765,100.000,421,0,0,1,421,1,421,0.0,861
BAB_RS20770,BAB_RS20770,100.000,396,0,0,1,396,1,396,0.0,799
BAB_RS20775,BAB_RS20775,100.000,214,0,0,1,214,1,214,9.88e-157,429
BAB_RS20780,BAB_RS20780,100.000,360,0,0,1,360,1,360,0.0,731
BAB_RS20785,BAB_RS20785,100.000,515,0,0,1,515,1,515,0.0,1066
BAB_RS20790,BAB_RS20790,100.000,263,0,0,1,263,1,263,0.0,536
BAB_RS20795,BAB_RS20795,100.000,272,0,0,1,272,1,272,0.0,564
BAB_RS20800,BAB_RS20800,100.000,599,0,0,1,599,1,599,0.0,1223
BAB_RS20805,BAB_RS20805,100.000,326,0,0,1,326,1,326,0.0,671
BAB_RS20810,BAB_RS20810,100.000,307,0,0,1,307,1,307,0.0,607
BAB_RS20815,BAB_RS20815,100.000,221,0,0,1,221,1,221,1.69e-166,454
BAB_RS20820,BAB_RS20820,100.000,260,0,0,1,260,1,260,0.0,527
BAB_RS20825,BAB_RS20825,100.000,469,0,0,1,469,1,469,0.0,974
BAB_RS20830,BAB_RS20830,100.000,112,0,0,1,112,1,112,4.67e-76,217
BAB_RS20835,BAB_RS20835,100.000,501,0,0,1,501,1,501,0.0,1013
BAB_RS20840,BAB_RS20840,100.000,90,0,0,1,90,1,90,5.88e-63,182
BAB_RS20845,BAB_RS20845,100.000,234,0,0,1,234,1,234,4.57e-177,482
BAB_RS20850,BAB_RS20850,100.000,232,0,0,1,232,1,232,1.67e-166,455
BAB_RS20855,BAB_RS20855,100.000,178,0,0,1,178,1,178,1.79e-127,352
BAB_RS20860,BAB_RS20860,100.000,464,0,0,1,464,1,464,0.0,948
BAB_RS20865,BAB_RS20865,100.000,459,0,0,1,459,1,459,0.0,956
BAB_RS20870,BAB_RS20870,100.000,116,0,0,1,116,1,116,1.41e-80,228
BAB_RS20875,BAB_RS20875,100.000,559,0,0,1,559,1,559,0.0,1151
BAB_RS20880,BAB_RS20880,100.000,457,0,0,1,457,1,457,0.0,935
BAB_RS20885,BAB_RS20885,100.000,250,0,0,1,250,1,250,0.0,504
BAB_RS20890,BAB_RS20890,100.000,774,0,0,1,774,1,774,0.0,1567
BAB_RS20895,BAB_RS20895,100.000,326,0,0,1,326,1,326,0.0,655
BAB_RS20900,BAB_RS20900,100.000,391,0,0,1,391,1,391,0.0,775
BAB_RS20905,BAB_RS20905,100.000,285,0,0,1,285,1,285,0.0,579
BAB_RS20910,BAB_RS20910,100.000,331,0,0,1,331,1,331,0.0,665
BAB_RS20915,BAB_RS20915,100.000,209,0,0,1,209,1,209,1.03e-156,429
BAB_RS20920,BAB_RS20920,100.000,1578,0,0,1,1578,1,1578,0.0,3133
BAB_RS20930,BAB_RS20930,100.000,107,0,0,1,107,1,107,4.84e-77,219
BAB_RS20935,BAB_RS20935,100.000,68,0,0,1,68,1,68,7.72e-46,137
BAB_RS20940,BAB_RS20940,100.000,107,0,0,1,107,1,107,3.25e-78,222
BAB_RS20945,BAB_RS20945,100.000,206,0,0,1,206,1,206,2.71e-156,427
BAB_RS20950,BAB_RS20950,100.000,279,0,0,1,279,1,279,0.0,561
BAB_RS20955,BAB_RS20955,100.000,119,0,0,1,119,1,119,1.06e-86,244
BAB_RS20960,BAB_RS20960,100.000,177,0,0,1,177,1,177,2.93e-129,357
BAB_RS20965,BAB_RS20965,100.000,177,0,0,1,177,1,177,1.37e-129,357
BAB_RS20970,BAB_RS20970,100.000,357,0,0,1,357,1,357,0.0,697
BAB_RS20975,BAB_RS20975,100.000,486,0,0,1,486,1,486,0.0,975
BAB_RS20980,BAB_RS20980,100.000,166,0,0,1,166,1,166,2.13e-122,338
BAB_RS20985,BAB_RS20985,100.000,138,0,0,1,138,1,138,2.95e-99,278
BAB_RS20990,BAB_RS20990,100.000,418,0,0,1,418,1,418,0.0,825
BAB_RS20995,BAB_RS20995,100.000,857,0,0,1,857,1,857,0.0,1741
BAB_RS21000,BAB_RS21000,100.000,402,0,0,1,402,1,402,0.0,810
BAB_RS21005,BAB_RS21005,100.000,440,0,0,1,440,1,440,0.0,894
BAB_RS21010,BAB_RS21010,100.000,408,0,0,1,408,1,408,0.0,829
BAB_RS21015,BAB_RS21015,100.000,1257,0,0,1,1257,1,1257,0.0,2622
BAB_RS21020,BAB_RS21020,100.000,162,0,0,1,162,1,162,6.52e-119,329
BAB_RS21025,BAB_RS21025,100.000,166,0,0,1,166,1,166,2.86e-123,340
BAB_RS21030,BAB_RS21030,100.000,281,0,0,1,281,1,281,0.0,570
BAB_RS21035,BAB_RS21035,100.000,252,0,0,1,252,1,252,0.0,516
BAB_RS21040,BAB_RS21040,100.000,199,0,0,1,199,1,199,2.41e-148,407
BAB_RS21045,BAB_RS21045,100.000,28,0,0,1,28,1,28,1.03e-15,58.5
BAB_RS21050,BAB_RS21050,100.000,419,0,0,1,419,1,419,0.0,852
BAB_RS21055,BAB_RS21055,100.000,531,0,0,1,531,1,531,0.0,1068
BAB_RS21060,BAB_RS21060,100.000,342,0,0,1,342,1,342,0.0,696
BAB_RS21065,BAB_RS21065,100.000,247,0,0,1,247,1,247,0.0,513
BAB_RS21070,BAB_RS21070,100.000,284,0,0,1,284,1,284,0.0,583
BAB_RS21075,BAB_RS21075,100.000,173,0,0,1,173,1,173,2.28e-130,359
BAB_RS21080,BAB_RS21080,100.000,496,0,0,1,496,1,496,0.0,1017
BAB_RS21095,BAB_RS21095,100.000,206,0,0,1,206,1,206,3.17e-154,422
BAB_RS21100,BAB_RS21100,100.000,365,0,0,1,365,1,365,0.0,737
BAB_RS21110,BAB_RS21110,100.000,327,0,0,1,327,1,327,0.0,660
BAB_RS21115,BAB_RS21115,100.000,276,0,0,1,276,1,276,0.0,561
BAB_RS21120,BAB_RS21120,100.000,321,0,0,1,321,1,321,0.0,634
BAB_RS21125,BAB_RS21125,100.000,335,0,0,1,335,1,335,0.0,698
BAB_RS21130,BAB_RS21130,100.000,274,0,0,1,274,1,274,0.0,553
BAB_RS21135,BAB_RS21135,100.000,203,0,0,1,203,1,203,5.60e-155,424
BAB_RS21140,BAB_RS21140,100.000,194,0,0,1,194,1,194,1.05e-144,397
BAB_RS21145,BAB_RS21145,100.000,336,0,0,1,336,1,336,0.0,678
BAB_RS21150,BAB_RS21150,100.000,658,0,0,1,658,1,658,0.0,1376
BAB_RS21155,BAB_RS21155,100.000,397,0,0,1,397,1,397,0.0,814
BAB_RS21160,BAB_RS21160,100.000,123,0,0,1,123,1,123,1.22e-90,254
BAB_RS21165,BAB_RS21165,100.000,146,0,0,1,146,1,146,1.53e-108,301
BAB_RS21170,BAB_RS21170,100.000,213,0,0,1,213,1,213,1.93e-161,441
BAB_RS21175,BAB_RS21175,100.000,139,0,0,1,139,1,139,1.51e-104,291
BAB_RS21180,BAB_RS21180,100.000,315,0,0,1,315,1,315,0.0,639
BAB_RS21185,BAB_RS21185,100.000,59,0,0,1,59,1,59,7.93e-40,121
BAB_RS21190,BAB_RS21190,100.000,28,0,0,1,28,1,28,2.78e-14,55.1
BAB_RS21195,BAB_RS21195,100.000,414,0,0,1,414,1,414,0.0,845
BAB_RS21200,BAB_RS21200,100.000,134,0,0,1,134,1,134,5.06e-101,281
BAB_RS21205,BAB_RS21205,100.000,346,0,0,1,346,1,346,0.0,711
BAB_RS21210,BAB_RS21210,100.000,205,0,0,1,205,1,205,3.73e-149,409
BAB_RS21220,BAB_RS21220,100.000,177,0,0,1,177,1,177,9.83e-133,365
BAB_RS21225,BAB_RS21225,100.000,28,0,0,1,28,1,28,1.17e-13,53.5
BAB_RS21230,BAB_RS21230,100.000,381,0,0,1,381,1,381,0.0,711
BAB_RS21235,BAB_RS21235,100.000,394,0,0,1,394,1,394,0.0,814
BAB_RS21240,BAB_RS21240,100.000,310,0,0,1,310,1,310,0.0,626
BAB_RS21245,BAB_RS21245,100.000,327,0,0,1,327,1,327,0.0,669
BAB_RS21250,BAB_RS21250,100.000,1029,0,0,1,1029,1,1029,0.0,2075
BAB_RS21255,BAB_RS21255,100.000,382,0,0,1,382,1,382,0.0,760
BAB_RS21260,BAB_RS21260,100.000,188,0,0,1,188,1,188,3.08e-140,385
BAB_RS21265,BAB_RS21265,100.000,377,0,0,1,377,1,377,0.0,780
BAB_RS21270,BAB_RS21270,100.000,363,0,0,1,363,1,363,0.0,739
BAB_RS21275,BAB_RS21275,100.000,168,0,0,1,168,1,168,9.47e-127,349
BAB_RS21280,BAB_RS21280,100.000,196,0,0,1,196,1,196,9.67e-144,395
BAB_RS21285,BAB_RS21285,100.000,164,0,0,1,164,1,164,1.87e-118,328
BAB_RS21295,BAB_RS21295,100.000,922,0,0,1,922,1,922,0.0,1869
BAB_RS21300,BAB_RS21300,100.000,209,0,0,1,209,1,209,2.94e-146,402
BAB_RS21305,BAB_RS21305,100.000,192,0,0,1,192,1,192,3.40e-140,385
BAB_RS21310,BAB_RS21310,100.000,253,0,0,1,253,1,253,0.0,515
BAB_RS21315,BAB_RS21315,100.000,133,0,0,1,133,1,133,1.43e-95,268
BAB_RS21320,BAB_RS21320,100.000,168,0,0,1,168,1,168,2.45e-122,338
BAB_RS21325,BAB_RS21325,100.000,974,0,0,1,974,1,974,0.0,1998
BAB_RS21330,BAB_RS21330,100.000,91,0,0,1,91,1,91,1.02e-60,176
BAB_RS21335,BAB_RS21335,100.000,812,0,0,1,812,1,812,0.0,1641
BAB_RS21340,BAB_RS21340,100.000,424,0,0,1,424,1,424,0.0,864
BAB_RS21345,BAB_RS21345,100.000,209,0,0,1,209,1,209,2.67e-159,435
BAB_RS21350,BAB_RS21350,100.000,472,0,0,1,472,1,472,0.0,939
BAB_RS21355,BAB_RS21355,100.000,78,0,0,1,78,1,78,1.59e-55,162
BAB_RS21360,BAB_RS21360,100.000,247,0,0,1,247,1,247,0.0,508
BAB_RS21365,BAB_RS21365,100.000,458,0,0,1,458,1,458,0.0,927
BAB_RS21370,BAB_RS21370,100.000,453,0,0,1,453,1,453,0.0,909
BAB_RS21375,BAB_RS21375,100.000,774,0,0,1,774,1,774,0.0,1567
BAB_RS21380,BAB_RS21380,100.000,491,0,0,1,491,1,491,0.0,992
BAB_RS21385,BAB_RS21385,100.000,380,0,0,1,380,1,380,0.0,773
BAB_RS21390,BAB_RS21390,100.000,333,0,0,1,333,1,333,0.0,674
BAB_RS21395,BAB_RS21395,100.000,447,0,0,1,447,1,447,0.0,907
BAB_RS21400,BAB_RS21400,100.000,165,0,0,1,165,1,165,2.08e-117,325
BAB_RS21405,BAB_RS21405,100.000,247,0,0,1,247,1,247,0.0,508
BAB_RS21410,BAB_RS21410,100.000,152,0,0,1,152,1,152,1.97e-113,314
BAB_RS21415,BAB_RS21415,100.000,322,0,0,1,322,1,322,0.0,668
BAB_RS21420,BAB_RS21420,100.000,65,0,0,1,65,1,65,1.59e-37,116
BAB_RS21425,BAB_RS21425,100.000,487,0,0,1,487,1,487,0.0,991
BAB_RS21430,BAB_RS21430,100.000,447,0,0,1,447,1,447,0.0,890
BAB_RS21435,BAB_RS21435,100.000,461,0,0,1,461,1,461,0.0,926
BAB_RS21440,BAB_RS21440,100.000,346,0,0,1,346,1,346,0.0,716
BAB_RS21445,BAB_RS21445,100.000,109,0,0,1,109,1,109,8.65e-79,223
BAB_RS21450,BAB_RS21450,100.000,193,0,0,1,193,1,193,1.58e-146,401
BAB_RS21455,BAB_RS21455,100.000,425,0,0,1,425,1,425,0.0,864
BAB_RS21460,BAB_RS21460,100.000,277,0,0,1,277,1,277,0.0,568
BAB_RS21465,BAB_RS21465,100.000,542,0,0,1,542,1,542,0.0,1110
BAB_RS21470,BAB_RS21470,100.000,230,0,0,1,230,1,230,1.09e-175,478
BAB_RS21475,BAB_RS21475,100.000,148,0,0,1,148,1,148,8.21e-100,280
BAB_RS21480,BAB_RS21480,100.000,254,0,0,1,254,1,254,0.0,511
BAB_RS21485,BAB_RS21485,100.000,628,0,0,1,628,1,628,0.0,1270
BAB_RS21490,BAB_RS21490,100.000,339,0,0,1,339,1,339,0.0,680
BAB_RS21495,BAB_RS21495,100.000,268,0,0,1,268,1,268,0.0,536
BAB_RS21500,BAB_RS21500,100.000,165,0,0,1,165,1,165,2.47e-119,330
BAB_RS21505,BAB_RS21505,100.000,404,0,0,1,404,1,404,0.0,802
BAB_RS21510,BAB_RS21510,100.000,240,0,0,1,240,1,240,1.12e-175,479
BAB_RS21515,BAB_RS21515,100.000,843,0,0,1,843,1,843,0.0,1701
BAB_RS21520,BAB_RS21520,100.000,473,0,0,1,473,1,473,0.0,958
BAB_RS21525,BAB_RS21525,100.000,430,0,0,1,430,1,430,0.0,900
BAB_RS21530,BAB_RS21530,100.000,395,0,0,1,395,1,395,0.0,792
BAB_RS21535,BAB_RS21535,100.000,300,0,0,1,300,1,300,0.0,589
BAB_RS21540,BAB_RS21540,100.000,278,0,0,1,278,1,278,0.0,565
BAB_RS21545,BAB_RS21545,100.000,157,0,0,1,157,1,157,6.81e-116,321
BAB_RS21550,BAB_RS21550,100.000,351,0,0,1,351,1,351,0.0,701
BAB_RS21555,BAB_RS21555,100.000,781,0,0,1,781,1,781,0.0,1581
BAB_RS21560,BAB_RS21560,100.000,379,0,0,1,379,1,379,0.0,761
BAB_RS21565,BAB_RS21565,100.000,270,0,0,1,270,1,270,0.0,515
BAB_RS21570,BAB_RS21570,100.000,254,0,0,1,254,1,254,0.0,508
BAB_RS21575,BAB_RS21575,100.000,186,0,0,1,186,1,186,2.31e-136,375
BAB_RS21580,BAB_RS21580,100.000,240,0,0,1,240,1,240,2.22e-177,483
BAB_RS21585,BAB_RS21585,100.000,305,0,0,1,305,1,305,0.0,597
BAB_RS21590,BAB_RS21590,100.000,256,0,0,1,256,1,256,0.0,525
BAB_RS21595,BAB_RS21595,100.000,140,0,0,1,140,1,140,2.65e-102,285
BAB_RS21600,BAB_RS21600,100.000,280,0,0,1,280,1,280,0.0,575
BAB_RS21605,BAB_RS21605,100.000,154,0,0,1,154,1,154,2.67e-109,304
BAB_RS21610,BAB_RS21610,100.000,246,0,0,1,246,1,246,0.0,509
BAB_RS21615,BAB_RS21615,100.000,395,0,0,1,395,1,395,0.0,818
BAB_RS21620,BAB_RS21620,100.000,140,0,0,1,140,1,140,5.87e-104,290
BAB_RS21625,BAB_RS21625,100.000,824,0,0,1,824,1,824,0.0,1683
BAB_RS21630,BAB_RS21630,100.000,116,0,0,1,116,1,116,1.45e-86,244
BAB_RS21635,BAB_RS21635,100.000,472,0,0,1,472,1,472,0.0,955
BAB_RS21640,BAB_RS21640,100.000,97,0,0,1,97,1,97,2.01e-70,201
BAB_RS21645,BAB_RS21645,100.000,145,0,0,1,145,1,145,6.00e-106,295
BAB_RS21650,BAB_RS21650,100.000,439,0,0,1,439,1,439,0.0,903
BAB_RS21655,BAB_RS21655,100.000,264,0,0,1,264,1,264,0.0,536
BAB_RS21660,BAB_RS21660,100.000,323,0,0,1,323,1,323,0.0,657
BAB_RS21665,BAB_RS21665,100.000,128,0,0,1,128,1,128,1.10e-89,253
BAB_RS21670,BAB_RS21670,100.000,121,0,0,1,121,1,121,9.26e-90,252
BAB_RS21675,BAB_RS21675,100.000,115,0,0,1,115,1,115,1.70e-79,226
BAB_RS21680,BAB_RS21680,100.000,104,0,0,1,104,1,104,2.96e-72,206
BAB_RS21685,BAB_RS21685,100.000,155,0,0,1,155,1,155,5.90e-117,323
BAB_RS21695,BAB_RS21695,100.000,180,0,0,1,180,1,180,1.25e-133,368
BAB_RS21700,BAB_RS21700,100.000,470,0,0,1,470,1,470,0.0,958
BAB_RS21705,BAB_RS21705,100.000,510,0,0,1,510,1,510,0.0,1051
BAB_RS21710,BAB_RS21710,100.000,667,0,0,1,667,1,667,0.0,1366
BAB_RS21715,BAB_RS21715,100.000,712,0,0,1,712,1,712,0.0,1461
BAB_RS21720,BAB_RS21720,100.000,120,0,0,1,120,1,120,1.74e-84,239
BAB_RS21725,BAB_RS21725,100.000,682,0,0,1,682,1,682,0.0,1344
BAB_RS21730,BAB_RS21730,100.000,329,0,0,1,329,1,329,0.0,652
BAB_RS21735,BAB_RS21735,100.000,277,0,0,1,277,1,277,0.0,561
BAB_RS21740,BAB_RS21740,100.000,276,0,0,1,276,1,276,0.0,555
BAB_RS21745,BAB_RS21745,100.000,194,0,0,1,194,1,194,1.44e-146,402
BAB_RS21750,BAB_RS21750,100.000,136,0,0,1,136,1,136,2.06e-100,280
BAB_RS21755,BAB_RS21755,100.000,404,0,0,1,404,1,404,0.0,842
BAB_RS21760,BAB_RS21760,100.000,481,0,0,1,481,1,481,0.0,989
BAB_RS21765,BAB_RS21765,100.000,885,0,0,1,885,1,885,0.0,1798
BAB_RS21770,BAB_RS21770,100.000,361,0,0,1,361,1,361,0.0,729
BAB_RS21775,BAB_RS21775,100.000,220,0,0,1,220,1,220,7.98e-161,440
BAB_RS21780,BAB_RS21780,100.000,194,0,0,1,194,1,194,1.74e-146,401
BAB_RS21785,BAB_RS21785,100.000,437,0,0,1,437,1,437,0.0,896
BAB_RS21790,BAB_RS21790,100.000,474,0,0,1,474,1,474,0.0,942
BAB_RS21795,BAB_RS21795,100.000,142,0,0,1,142,1,142,5.28e-101,282
BAB_RS21800,BAB_RS21800,100.000,337,0,0,1,337,1,337,0.0,687
BAB_RS21805,BAB_RS21805,100.000,129,0,0,1,129,1,129,2.66e-94,264
BAB_RS21810,BAB_RS21810,100.000,122,0,0,1,122,1,122,2.82e-87,246
BAB_RS21815,BAB_RS21815,100.000,194,0,0,1,194,1,194,5.80e-142,390
BAB_RS21820,BAB_RS21820,100.000,446,0,0,1,446,1,446,0.0,893
BAB_RS21825,BAB_RS21825,100.000,156,0,0,1,156,1,156,4.24e-107,299
BAB_RS21830,BAB_RS21830,100.000,65,0,0,1,65,1,65,2.18e-43,130
BAB_RS21835,BAB_RS21835,100.000,186,0,0,1,186,1,186,7.92e-135,371
BAB_RS21840,BAB_RS21840,100.000,120,0,0,1,120,1,120,2.87e-82,233
BAB_RS21845,BAB_RS21845,100.000,177,0,0,1,177,1,177,1.48e-126,350
BAB_RS21850,BAB_RS21850,100.000,132,0,0,1,132,1,132,2.92e-95,267
BAB_RS21855,BAB_RS21855,100.000,101,0,0,1,101,1,101,3.04e-70,201
BAB_RS21860,BAB_RS21860,100.000,185,0,0,1,185,1,185,1.36e-138,381
BAB_RS21865,BAB_RS21865,100.000,103,0,0,1,103,1,103,9.96e-71,202
BAB_RS21870,BAB_RS21870,100.000,122,0,0,1,122,1,122,1.27e-85,242
BAB_RS21875,BAB_RS21875,100.000,80,0,0,1,80,1,80,9.29e-56,163
BAB_RS21880,BAB_RS21880,100.000,66,0,0,1,66,1,66,2.77e-42,128
BAB_RS21885,BAB_RS21885,100.000,137,0,0,1,137,1,137,1.77e-99,278
BAB_RS21890,BAB_RS21890,100.000,236,0,0,1,236,1,236,5.51e-177,482
BAB_RS21895,BAB_RS21895,100.000,129,0,0,1,129,1,129,3.77e-91,256
BAB_RS21900,BAB_RS21900,100.000,92,0,0,1,92,1,92,9.15e-66,189
BAB_RS21905,BAB_RS21905,100.000,277,0,0,1,277,1,277,0.0,564
BAB_RS21910,BAB_RS21910,100.000,97,0,0,1,97,1,97,7.50e-67,192
BAB_RS21915,BAB_RS21915,100.000,206,0,0,1,206,1,206,5.28e-151,414
BAB_RS21920,BAB_RS21920,100.000,237,0,0,1,237,1,237,1.12e-176,481
BAB_RS21925,BAB_RS21925,100.000,102,0,0,1,102,1,102,2.42e-72,206
BAB_RS21930,BAB_RS22000,100.000,391,0,0,1,391,1,391,0.0,794
BAB_RS21935,BAB_RS21935,100.000,694,0,0,1,694,1,694,0.0,1419
BAB_RS21940,BAB_RS21940,100.000,156,0,0,1,156,1,156,1.52e-115,320
BAB_RS21945,BAB_RS21945,100.000,123,0,0,1,123,1,123,2.49e-87,246
BAB_RS21950,BAB_RS21950,100.000,96,0,0,1,96,1,96,2.32e-64,186
BAB_RS21955,BAB_RS21955,100.000,1400,0,0,1,1400,1,1400,0.0,2874
BAB_RS21960,BAB_RS21960,100.000,1377,0,0,1,1377,1,1377,0.0,2815
BAB_RS21965,BAB_RS21965,100.000,124,0,0,1,124,1,124,1.76e-78,224
BAB_RS21970,BAB_RS21970,100.000,172,0,0,1,172,1,172,1.61e-124,344
BAB_RS21975,BAB_RS21975,100.000,233,0,0,1,233,1,233,2.03e-167,457
BAB_RS21980,BAB_RS21980,100.000,142,0,0,1,142,1,142,7.81e-103,287
BAB_RS21985,BAB_RS21985,100.000,175,0,0,1,175,1,175,9.63e-127,350
BAB_RS21990,BAB_RS21990,100.000,66,0,0,1,66,1,66,2.31e-44,133
BAB_RS21995,BAB_RS21995,100.000,25,0,0,1,25,1,25,2.05e-11,47.4
BAB_RS22000,BAB_RS22000,100.000,391,0,0,1,391,1,391,0.0,794
BAB_RS22005,BAB_RS22005,100.000,24,0,0,1,24,1,24,8.08e-11,45.8
BAB_RS22010,BAB_RS22010,100.000,28,0,0,1,28,1,28,2.24e-16,60.1
BAB_RS22015,BAB_RS22015,100.000,286,0,0,1,286,1,286,0.0,573
BAB_RS22020,BAB_RS22020,100.000,143,0,0,1,143,1,143,6.00e-102,285
BAB_RS22025,BAB_RS22025,100.000,242,0,0,1,242,1,242,4.20e-176,480
BAB_RS22030,BAB_RS22030,100.000,213,0,0,1,213,1,213,3.67e-159,435
BAB_RS22035,BAB_RS22035,100.000,201,0,0,1,201,1,201,7.88e-154,421
